,order_id,item_id,product_id,quantity,list_price,discount,extracted_date,data_source,local_price
1380,495,1,22,1,269.99,0.2,2025-11-24 02:06:42,mysql_database,12815.97576665
1381,495,2,9,1,2999.99,0.05,2025-11-24 02:06:42,mysql_database,142404.53031665
1382,496,1,23,1,299.99,0.2,2025-11-24 02:06:42,mysql_database,14240.02581665
1383,496,2,13,1,269.99,0.1,2025-11-24 02:06:42,mysql_database,12815.97576665
1384,496,3,21,2,269.99,0.2,2025-11-24 02:06:42,mysql_database,12815.97576665
1385,497,1,25,2,499.99,0.07,2025-11-24 02:06:42,mysql_database,23733.692816650004
1386,498,1,24,1,549.99,0.07,2025-11-24 02:06:42,mysql_database,26107.10956665
1387,498,2,21,1,269.99,0.1,2025-11-24 02:06:42,mysql_database,12815.97576665
1388,498,3,10,1,1549.0,0.07,2025-11-24 02:06:42,mysql_database,73528.45091500001
1389,499,1,11,1,1680.99,0.2,2025-11-24 02:06:42,mysql_database,79793.79645165
1390,499,2,15,1,529.99,0.07,2025-11-24 02:06:42,mysql_database,25157.74286665
1391,499,3,14,2,269.99,0.2,2025-11-24 02:06:42,mysql_database,12815.97576665
1392,499,4,20,2,599.99,0.1,2025-11-24 02:06:42,mysql_database,28480.52631665
1393,500,1,12,2,549.99,0.05,2025-11-24 02:06:42,mysql_database,26107.10956665
1394,500,2,14,1,269.99,0.2,2025-11-24 02:06:42,mysql_database,12815.97576665
1395,501,1,19,2,449.0,0.05,2025-11-24 02:06:42,mysql_database,21313.282415
1396,501,2,8,1,1799.99,0.07,2025-11-24 02:06:42,mysql_database,85442.52831665
1397,501,3,14,1,269.99,0.1,2025-11-24 02:06:42,mysql_database,12815.97576665
1398,501,4,23,2,299.99,0.07,2025-11-24 02:06:42,mysql_database,14240.02581665
1399,502,1,13,1,269.99,0.05,2025-11-24 02:06:42,mysql_database,12815.97576665
1400,503,1,13,2,269.99,0.07,2025-11-24 02:06:42,mysql_database,12815.97576665
1401,503,2,10,1,1549.0,0.05,2025-11-24 02:06:42,mysql_database,73528.45091500001
1402,504,1,24,2,549.99,0.1,2025-11-24 02:06:42,mysql_database,26107.10956665
1403,504,2,2,2,749.99,0.05,2025-11-24 02:06:42,mysql_database,35600.776566650005
1404,505,1,26,1,599.99,0.2,2025-11-24 02:06:42,mysql_database,28480.52631665
1405,506,1,25,1,499.99,0.1,2025-11-24 02:06:42,mysql_database,23733.692816650004
1406,506,2,7,1,3999.99,0.07,2025-11-24 02:06:42,mysql_database,189872.86531665002
1407,507,1,11,2,1680.99,0.05,2025-11-24 02:06:42,mysql_database,79793.79645165
1408,507,2,13,2,269.99,0.07,2025-11-24 02:06:42,mysql_database,12815.97576665
1409,507,3,20,2,599.99,0.1,2025-11-24 02:06:42,mysql_database,28480.52631665
1410,508,1,8,1,1799.99,0.05,2025-11-24 02:06:42,mysql_database,85442.52831665
1411,508,2,2,2,749.99,0.05,2025-11-24 02:06:42,mysql_database,35600.776566650005
1412,508,3,10,2,1549.0,0.05,2025-11-24 02:06:42,mysql_database,73528.45091500001
1413,508,4,25,1,499.99,0.07,2025-11-24 02:06:42,mysql_database,23733.692816650004
1414,509,1,23,2,299.99,0.2,2025-11-24 02:06:42,mysql_database,14240.02581665
1415,509,2,4,2,2899.99,0.05,2025-11-24 02:06:42,mysql_database,137657.69681665
1416,510,1,17,1,429.0,0.1,2025-11-24 02:06:42,mysql_database,20363.915715000003
1417,511,1,22,2,269.99,0.05,2025-11-24 02:06:42,mysql_database,12815.97576665
1418,511,2,13,1,269.99,0.1,2025-11-24 02:06:42,mysql_database,12815.97576665
1419,512,1,21,1,269.99,0.07,2025-11-24 02:06:42,mysql_database,12815.97576665
1420,513,1,7,1,3999.99,0.07,2025-11-24 02:06:42,mysql_database,189872.86531665002
1421,513,2,13,1,269.99,0.2,2025-11-24 02:06:42,mysql_database,12815.97576665
1422,513,3,23,1,299.99,0.07,2025-11-24 02:06:42,mysql_database,14240.02581665
1423,514,1,18,2,449.0,0.2,2025-11-24 02:06:42,mysql_database,21313.282415
1424,514,2,17,2,429.0,0.07,2025-11-24 02:06:42,mysql_database,20363.915715000003
1425,515,1,8,1,1799.99,0.07,2025-11-24 02:06:42,mysql_database,85442.52831665
1426,515,2,5,1,1320.99,0.1,2025-11-24 02:06:42,mysql_database,62705.19585165
1427,515,3,25,2,499.99,0.07,2025-11-24 02:06:42,mysql_database,23733.692816650004
1428,515,4,6,2,469.99,0.2,2025-11-24 02:06:42,mysql_database,22309.642766650002
1429,516,1,7,1,3999.99,0.05,2025-11-24 02:06:42,mysql_database,189872.86531665002
1430,516,2,5,2,1320.99,0.1,2025-11-24 02:06:42,mysql_database,62705.19585165
1431,517,1,21,2,269.99,0.07,2025-11-24 02:06:42,mysql_database,12815.97576665
1432,518,1,16,2,599.99,0.2,2025-11-24 02:06:42,mysql_database,28480.52631665
1433,518,2,5,2,1320.99,0.05,2025-11-24 02:06:42,mysql_database,62705.19585165
1434,518,3,25,2,499.99,0.05,2025-11-24 02:06:42,mysql_database,23733.692816650004
1435,518,4,15,2,529.99,0.2,2025-11-24 02:06:42,mysql_database,25157.74286665
1436,518,5,11,2,1680.99,0.07,2025-11-24 02:06:42,mysql_database,79793.79645165
1437,519,1,6,1,469.99,0.07,2025-11-24 02:06:42,mysql_database,22309.642766650002
1438,519,2,16,1,599.99,0.1,2025-11-24 02:06:42,mysql_database,28480.52631665
1439,519,3,23,2,299.99,0.05,2025-11-24 02:06:42,mysql_database,14240.02581665
1440,519,4,18,2,449.0,0.2,2025-11-24 02:06:42,mysql_database,21313.282415
1441,519,5,7,1,3999.99,0.05,2025-11-24 02:06:42,mysql_database,189872.86531665002
1442,520,1,26,1,599.99,0.1,2025-11-24 02:06:42,mysql_database,28480.52631665
1443,520,2,24,1,549.99,0.2,2025-11-24 02:06:42,mysql_database,26107.10956665
1444,520,3,10,1,1549.0,0.07,2025-11-24 02:06:42,mysql_database,73528.45091500001
1445,521,1,5,1,1320.99,0.2,2025-11-24 02:06:42,mysql_database,62705.19585165
1446,521,2,14,1,269.99,0.2,2025-11-24 02:06:42,mysql_database,12815.97576665
1447,522,1,4,2,2899.99,0.07,2025-11-24 02:06:42,mysql_database,137657.69681665
1448,522,2,22,2,269.99,0.07,2025-11-24 02:06:42,mysql_database,12815.97576665
1449,522,3,21,1,269.99,0.05,2025-11-24 02:06:42,mysql_database,12815.97576665
1450,523,1,12,1,549.99,0.2,2025-11-24 02:06:42,mysql_database,26107.10956665
1451,523,2,20,1,599.99,0.05,2025-11-24 02:06:42,mysql_database,28480.52631665
1452,523,3,5,2,1320.99,0.1,2025-11-24 02:06:42,mysql_database,62705.19585165
1453,523,4,16,2,599.99,0.07,2025-11-24 02:06:42,mysql_database,28480.52631665
1454,524,1,11,1,1680.99,0.07,2025-11-24 02:06:42,mysql_database,79793.79645165
1455,524,2,2,1,749.99,0.05,2025-11-24 02:06:42,mysql_database,35600.776566650005
1456,524,3,9,1,2999.99,0.2,2025-11-24 02:06:42,mysql_database,142404.53031665
1457,524,4,3,2,999.99,0.07,2025-11-24 02:06:42,mysql_database,47467.86031665
1458,524,5,26,1,599.99,0.05,2025-11-24 02:06:42,mysql_database,28480.52631665
1459,525,1,9,2,2999.99,0.07,2025-11-24 02:06:42,mysql_database,142404.53031665
1460,525,2,6,2,469.99,0.07,2025-11-24 02:06:42,mysql_database,22309.642766650002
1461,525,3,10,1,1549.0,0.1,2025-11-24 02:06:42,mysql_database,73528.45091500001
1462,526,1,3,2,999.99,0.1,2025-11-24 02:06:42,mysql_database,47467.86031665
1463,526,2,8,1,1799.99,0.1,2025-11-24 02:06:42,mysql_database,85442.52831665
1464,526,3,21,1,269.99,0.05,2025-11-24 02:06:42,mysql_database,12815.97576665
1465,526,4,15,1,529.99,0.07,2025-11-24 02:06:42,mysql_database,25157.74286665
1466,527,1,18,2,449.0,0.07,2025-11-24 02:06:42,mysql_database,21313.282415
1467,527,2,4,1,2899.99,0.2,2025-11-24 02:06:42,mysql_database,137657.69681665
1468,527,3,19,1,449.0,0.1,2025-11-24 02:06:42,mysql_database,21313.282415
1469,527,4,9,2,2999.99,0.2,2025-11-24 02:06:42,mysql_database,142404.53031665
1470,528,1,21,2,269.99,0.05,2025-11-24 02:06:42,mysql_database,12815.97576665
1471,529,1,12,2,549.99,0.07,2025-11-24 02:06:42,mysql_database,26107.10956665
1472,530,1,2,2,749.99,0.05,2025-11-24 02:06:42,mysql_database,35600.776566650005
1473,530,2,4,1,2899.99,0.07,2025-11-24 02:06:42,mysql_database,137657.69681665
1474,530,3,6,2,469.99,0.2,2025-11-24 02:06:42,mysql_database,22309.642766650002
1475,531,1,6,1,469.99,0.2,2025-11-24 02:06:42,mysql_database,22309.642766650002
1476,531,2,12,2,549.99,0.2,2025-11-24 02:06:42,mysql_database,26107.10956665
1477,531,3,25,1,499.99,0.07,2025-11-24 02:06:42,mysql_database,23733.692816650004
1478,532,1,17,2,429.0,0.07,2025-11-24 02:06:42,mysql_database,20363.915715000003
1479,532,2,16,2,599.99,0.2,2025-11-24 02:06:42,mysql_database,28480.52631665
1480,532,3,12,1,549.99,0.1,2025-11-24 02:06:42,mysql_database,26107.10956665
1481,533,1,4,1,2899.99,0.2,2025-11-24 02:06:42,mysql_database,137657.69681665
1482,533,2,12,2,549.99,0.1,2025-11-24 02:06:42,mysql_database,26107.10956665
1483,533,3,10,1,1549.0,0.2,2025-11-24 02:06:42,mysql_database,73528.45091500001
1484,533,4,25,1,499.99,0.05,2025-11-24 02:06:42,mysql_database,23733.692816650004
1485,534,1,21,2,269.99,0.05,2025-11-24 02:06:42,mysql_database,12815.97576665
1486,534,2,9,2,2999.99,0.05,2025-11-24 02:06:42,mysql_database,142404.53031665
1487,534,3,2,1,749.99,0.07,2025-11-24 02:06:42,mysql_database,35600.776566650005
1488,534,4,24,2,549.99,0.1,2025-11-24 02:06:42,mysql_database,26107.10956665
1489,535,1,24,1,549.99,0.05,2025-11-24 02:06:42,mysql_database,26107.10956665
1490,535,2,15,1,529.99,0.1,2025-11-24 02:06:42,mysql_database,25157.74286665
1491,535,3,22,2,269.99,0.1,2025-11-24 02:06:42,mysql_database,12815.97576665
1492,536,1,22,1,269.99,0.1,2025-11-24 02:06:42,mysql_database,12815.97576665
1493,536,2,2,1,749.99,0.1,2025-11-24 02:06:42,mysql_database,35600.776566650005
1494,536,3,12,2,549.99,0.05,2025-11-24 02:06:42,mysql_database,26107.10956665
1495,536,4,14,1,269.99,0.07,2025-11-24 02:06:42,mysql_database,12815.97576665
1496,537,1,10,1,1549.0,0.05,2025-11-24 02:06:42,mysql_database,73528.45091500001
1497,537,2,26,1,599.99,0.05,2025-11-24 02:06:42,mysql_database,28480.52631665
1498,537,3,17,2,429.0,0.1,2025-11-24 02:06:42,mysql_database,20363.915715000003
1499,537,4,25,2,499.99,0.2,2025-11-24 02:06:42,mysql_database,23733.692816650004
1500,538,1,2,2,749.99,0.2,2025-11-24 02:06:42,mysql_database,35600.776566650005
1501,539,1,9,2,2999.99,0.1,2025-11-24 02:06:42,mysql_database,142404.53031665
1502,539,2,23,1,299.99,0.05,2025-11-24 02:06:42,mysql_database,14240.02581665
1503,539,3,21,2,269.99,0.07,2025-11-24 02:06:42,mysql_database,12815.97576665
1504,540,1,19,1,449.0,0.1,2025-11-24 02:06:42,mysql_database,21313.282415
1505,540,2,26,2,599.99,0.1,2025-11-24 02:06:42,mysql_database,28480.52631665
1506,540,3,23,2,299.99,0.07,2025-11-24 02:06:42,mysql_database,14240.02581665
1507,541,1,22,2,269.99,0.05,2025-11-24 02:06:42,mysql_database,12815.97576665
1508,542,1,16,2,599.99,0.2,2025-11-24 02:06:42,mysql_database,28480.52631665
1509,542,2,9,1,2999.99,0.1,2025-11-24 02:06:42,mysql_database,142404.53031665
1510,542,3,20,1,599.99,0.1,2025-11-24 02:06:42,mysql_database,28480.52631665
1511,542,4,19,2,449.0,0.2,2025-11-24 02:06:42,mysql_database,21313.282415
1512,543,1,25,1,499.99,0.2,2025-11-24 02:06:42,mysql_database,23733.692816650004
1513,543,2,18,1,449.0,0.2,2025-11-24 02:06:42,mysql_database,21313.282415
1514,543,3,26,2,599.99,0.05,2025-11-24 02:06:42,mysql_database,28480.52631665
1515,544,1,12,1,549.99,0.05,2025-11-24 02:06:42,mysql_database,26107.10956665
1516,544,2,17,1,429.0,0.1,2025-11-24 02:06:42,mysql_database,20363.915715000003
1517,544,3,21,1,269.99,0.05,2025-11-24 02:06:42,mysql_database,12815.97576665
1518,545,1,25,2,499.99,0.2,2025-11-24 02:06:42,mysql_database,23733.692816650004
1519,545,2,6,1,469.99,0.07,2025-11-24 02:06:42,mysql_database,22309.642766650002
1520,545,3,24,1,549.99,0.2,2025-11-24 02:06:42,mysql_database,26107.10956665
1521,545,4,20,2,599.99,0.07,2025-11-24 02:06:42,mysql_database,28480.52631665
1522,546,1,17,2,429.0,0.05,2025-11-24 02:06:42,mysql_database,20363.915715000003
1523,546,2,8,1,1799.99,0.1,2025-11-24 02:06:42,mysql_database,85442.52831665
1524,546,3,18,2,449.0,0.07,2025-11-24 02:06:42,mysql_database,21313.282415
1525,547,1,11,2,1680.99,0.05,2025-11-24 02:06:42,mysql_database,79793.79645165
1526,547,2,9,1,2999.99,0.2,2025-11-24 02:06:42,mysql_database,142404.53031665
1527,547,3,5,1,1320.99,0.1,2025-11-24 02:06:42,mysql_database,62705.19585165
1528,548,1,8,1,1799.99,0.1,2025-11-24 02:06:42,mysql_database,85442.52831665
1529,548,2,11,2,1680.99,0.07,2025-11-24 02:06:42,mysql_database,79793.79645165
1530,549,1,15,1,529.99,0.07,2025-11-24 02:06:42,mysql_database,25157.74286665
1531,549,2,16,1,599.99,0.05,2025-11-24 02:06:42,mysql_database,28480.52631665
1532,549,3,3,1,999.99,0.07,2025-11-24 02:06:42,mysql_database,47467.86031665
1533,549,4,7,1,3999.99,0.05,2025-11-24 02:06:42,mysql_database,189872.86531665002
1534,549,5,13,2,269.99,0.1,2025-11-24 02:06:42,mysql_database,12815.97576665
1535,550,1,4,1,2899.99,0.05,2025-11-24 02:06:42,mysql_database,137657.69681665
1536,551,1,16,1,599.99,0.05,2025-11-24 02:06:42,mysql_database,28480.52631665
1537,551,2,26,1,599.99,0.07,2025-11-24 02:06:42,mysql_database,28480.52631665
1538,551,3,11,2,1680.99,0.2,2025-11-24 02:06:42,mysql_database,79793.79645165
1539,551,4,15,2,529.99,0.2,2025-11-24 02:06:42,mysql_database,25157.74286665
1540,552,1,23,1,299.99,0.2,2025-11-24 02:06:42,mysql_database,14240.02581665
1541,552,2,2,1,749.99,0.2,2025-11-24 02:06:42,mysql_database,35600.776566650005
1542,552,3,24,1,549.99,0.2,2025-11-24 02:06:42,mysql_database,26107.10956665
1543,552,4,18,1,449.0,0.1,2025-11-24 02:06:42,mysql_database,21313.282415
1544,552,5,19,2,449.0,0.2,2025-11-24 02:06:42,mysql_database,21313.282415
1545,553,1,24,1,549.99,0.1,2025-11-24 02:06:42,mysql_database,26107.10956665
1546,553,2,18,2,449.0,0.07,2025-11-24 02:06:42,mysql_database,21313.282415
1547,553,3,12,1,549.99,0.07,2025-11-24 02:06:42,mysql_database,26107.10956665
1548,554,1,3,2,999.99,0.07,2025-11-24 02:06:42,mysql_database,47467.86031665
1549,554,2,22,1,269.99,0.05,2025-11-24 02:06:42,mysql_database,12815.97576665
1550,554,3,4,2,2899.99,0.2,2025-11-24 02:06:42,mysql_database,137657.69681665
1551,555,1,8,1,1799.99,0.2,2025-11-24 02:06:42,mysql_database,85442.52831665
1552,555,2,7,1,3999.99,0.1,2025-11-24 02:06:42,mysql_database,189872.86531665002
1553,555,3,20,2,599.99,0.07,2025-11-24 02:06:42,mysql_database,28480.52631665
1554,556,1,16,1,599.99,0.1,2025-11-24 02:06:42,mysql_database,28480.52631665
1555,556,2,4,2,2899.99,0.2,2025-11-24 02:06:42,mysql_database,137657.69681665
1556,557,1,9,2,2999.99,0.1,2025-11-24 02:06:42,mysql_database,142404.53031665
1557,557,2,10,1,1549.0,0.1,2025-11-24 02:06:42,mysql_database,73528.45091500001
1558,558,1,7,1,3999.99,0.07,2025-11-24 02:06:42,mysql_database,189872.86531665002
1559,558,2,16,1,599.99,0.07,2025-11-24 02:06:42,mysql_database,28480.52631665
1560,558,3,9,1,2999.99,0.1,2025-11-24 02:06:42,mysql_database,142404.53031665
1561,558,4,21,2,269.99,0.05,2025-11-24 02:06:42,mysql_database,12815.97576665
1562,558,5,10,2,1549.0,0.07,2025-11-24 02:06:42,mysql_database,73528.45091500001
1563,559,1,15,2,529.99,0.1,2025-11-24 02:06:42,mysql_database,25157.74286665
1564,559,2,6,1,469.99,0.1,2025-11-24 02:06:42,mysql_database,22309.642766650002
1565,559,3,7,2,3999.99,0.07,2025-11-24 02:06:42,mysql_database,189872.86531665002
1566,560,1,16,1,599.99,0.05,2025-11-24 02:06:42,mysql_database,28480.52631665
1567,560,2,26,2,599.99,0.1,2025-11-24 02:06:42,mysql_database,28480.52631665
1568,561,1,15,2,529.99,0.05,2025-11-24 02:06:42,mysql_database,25157.74286665
1569,561,2,18,1,449.0,0.05,2025-11-24 02:06:42,mysql_database,21313.282415
1570,561,3,5,1,1320.99,0.05,2025-11-24 02:06:42,mysql_database,62705.19585165
1571,561,4,17,2,429.0,0.07,2025-11-24 02:06:42,mysql_database,20363.915715000003
1572,562,1,25,2,499.99,0.07,2025-11-24 02:06:42,mysql_database,23733.692816650004
1573,562,2,26,1,599.99,0.05,2025-11-24 02:06:42,mysql_database,28480.52631665
1574,563,1,6,2,469.99,0.1,2025-11-24 02:06:42,mysql_database,22309.642766650002
1575,563,2,19,1,449.0,0.05,2025-11-24 02:06:42,mysql_database,21313.282415
1576,563,3,13,2,269.99,0.1,2025-11-24 02:06:42,mysql_database,12815.97576665
1577,564,1,4,1,2899.99,0.2,2025-11-24 02:06:42,mysql_database,137657.69681665
1578,564,2,15,1,529.99,0.2,2025-11-24 02:06:42,mysql_database,25157.74286665
1579,565,1,18,1,449.0,0.2,2025-11-24 02:06:42,mysql_database,21313.282415
1580,565,2,25,2,499.99,0.1,2025-11-24 02:06:42,mysql_database,23733.692816650004
1581,565,3,9,1,2999.99,0.05,2025-11-24 02:06:42,mysql_database,142404.53031665
1582,565,4,17,1,429.0,0.1,2025-11-24 02:06:42,mysql_database,20363.915715000003
1583,566,1,24,2,549.99,0.07,2025-11-24 02:06:42,mysql_database,26107.10956665
1584,566,2,7,2,3999.99,0.2,2025-11-24 02:06:42,mysql_database,189872.86531665002
1585,566,3,8,1,1799.99,0.1,2025-11-24 02:06:42,mysql_database,85442.52831665
1586,566,4,21,2,269.99,0.2,2025-11-24 02:06:42,mysql_database,12815.97576665
1587,567,1,9,1,2999.99,0.2,2025-11-24 02:06:42,mysql_database,142404.53031665
1588,567,2,5,1,1320.99,0.07,2025-11-24 02:06:42,mysql_database,62705.19585165
1589,568,1,5,1,1320.99,0.05,2025-11-24 02:06:42,mysql_database,62705.19585165
1590,568,2,10,1,1549.0,0.05,2025-11-24 02:06:42,mysql_database,73528.45091500001
1591,569,1,16,1,599.99,0.05,2025-11-24 02:06:42,mysql_database,28480.52631665
1592,569,2,24,2,549.99,0.1,2025-11-24 02:06:42,mysql_database,26107.10956665
1593,570,1,18,1,449.0,0.07,2025-11-24 02:06:42,mysql_database,21313.282415
1594,570,2,24,2,549.99,0.1,2025-11-24 02:06:42,mysql_database,26107.10956665
1595,570,3,3,2,999.99,0.2,2025-11-24 02:06:42,mysql_database,47467.86031665
1596,570,4,11,1,1680.99,0.1,2025-11-24 02:06:42,mysql_database,79793.79645165
1597,570,5,16,1,599.99,0.05,2025-11-24 02:06:42,mysql_database,28480.52631665
1598,571,1,4,1,2899.99,0.05,2025-11-24 02:06:42,mysql_database,137657.69681665
1599,571,2,9,1,2999.99,0.1,2025-11-24 02:06:42,mysql_database,142404.53031665
1600,572,1,3,1,999.99,0.05,2025-11-24 02:06:42,mysql_database,47467.86031665
1601,572,2,13,2,269.99,0.1,2025-11-24 02:06:42,mysql_database,12815.97576665
1602,572,3,11,2,1680.99,0.2,2025-11-24 02:06:42,mysql_database,79793.79645165
1603,573,1,2,1,749.99,0.2,2025-11-24 02:06:42,mysql_database,35600.776566650005
1604,574,1,26,1,599.99,0.05,2025-11-24 02:06:42,mysql_database,28480.52631665
1605,574,2,13,2,269.99,0.1,2025-11-24 02:06:42,mysql_database,12815.97576665
1606,574,3,12,2,549.99,0.1,2025-11-24 02:06:42,mysql_database,26107.10956665
1607,574,4,23,2,299.99,0.1,2025-11-24 02:06:42,mysql_database,14240.02581665
1608,574,5,11,2,1680.99,0.05,2025-11-24 02:06:42,mysql_database,79793.79645165
1609,575,1,4,2,2899.99,0.07,2025-11-24 02:06:42,mysql_database,137657.69681665
1610,575,2,12,1,549.99,0.2,2025-11-24 02:06:42,mysql_database,26107.10956665
1611,576,1,9,1,2999.99,0.1,2025-11-24 02:06:42,mysql_database,142404.53031665
1612,577,1,3,2,999.99,0.2,2025-11-24 02:06:42,mysql_database,47467.86031665
1613,578,1,21,1,269.99,0.07,2025-11-24 02:06:42,mysql_database,12815.97576665
1614,578,2,25,2,499.99,0.2,2025-11-24 02:06:42,mysql_database,23733.692816650004
1615,578,3,18,2,449.0,0.05,2025-11-24 02:06:42,mysql_database,21313.282415
1616,578,4,8,2,1799.99,0.2,2025-11-24 02:06:42,mysql_database,85442.52831665
1617,579,1,7,2,3999.99,0.05,2025-11-24 02:06:42,mysql_database,189872.86531665002
1618,579,2,6,1,469.99,0.2,2025-11-24 02:06:42,mysql_database,22309.642766650002
1619,580,1,16,2,599.99,0.2,2025-11-24 02:06:42,mysql_database,28480.52631665
1620,580,2,15,1,529.99,0.07,2025-11-24 02:06:42,mysql_database,25157.74286665
1621,580,3,21,2,269.99,0.2,2025-11-24 02:06:42,mysql_database,12815.97576665
1622,580,4,9,2,2999.99,0.07,2025-11-24 02:06:42,mysql_database,142404.53031665
1623,580,5,19,1,449.0,0.2,2025-11-24 02:06:42,mysql_database,21313.282415
1624,581,1,8,2,1799.99,0.07,2025-11-24 02:06:42,mysql_database,85442.52831665
1625,582,1,10,2,1549.0,0.2,2025-11-24 02:06:42,mysql_database,73528.45091500001
1626,582,2,17,2,429.0,0.07,2025-11-24 02:06:42,mysql_database,20363.915715000003
1627,583,1,15,2,529.99,0.2,2025-11-24 02:06:42,mysql_database,25157.74286665
1628,584,1,19,1,449.0,0.07,2025-11-24 02:06:42,mysql_database,21313.282415
1629,584,2,23,1,299.99,0.07,2025-11-24 02:06:42,mysql_database,14240.02581665
1630,584,3,15,1,529.99,0.1,2025-11-24 02:06:42,mysql_database,25157.74286665
1631,584,4,22,1,269.99,0.05,2025-11-24 02:06:42,mysql_database,12815.97576665
1632,584,5,8,2,1799.99,0.07,2025-11-24 02:06:42,mysql_database,85442.52831665
1633,585,1,10,1,1549.0,0.2,2025-11-24 02:06:42,mysql_database,73528.45091500001
1634,585,2,18,2,449.0,0.2,2025-11-24 02:06:42,mysql_database,21313.282415
1635,585,3,15,1,529.99,0.05,2025-11-24 02:06:42,mysql_database,25157.74286665
1636,585,4,12,2,549.99,0.07,2025-11-24 02:06:42,mysql_database,26107.10956665
1637,586,1,11,2,1680.99,0.1,2025-11-24 02:06:42,mysql_database,79793.79645165
1638,586,2,23,2,299.99,0.2,2025-11-24 02:06:42,mysql_database,14240.02581665
1639,587,1,24,1,549.99,0.05,2025-11-24 02:06:42,mysql_database,26107.10956665
1640,587,2,23,1,299.99,0.05,2025-11-24 02:06:42,mysql_database,14240.02581665
1641,587,3,18,1,449.0,0.05,2025-11-24 02:06:42,mysql_database,21313.282415
1642,587,4,21,1,269.99,0.2,2025-11-24 02:06:42,mysql_database,12815.97576665
1643,588,1,10,2,1549.0,0.07,2025-11-24 02:06:42,mysql_database,73528.45091500001
1644,588,2,23,1,299.99,0.2,2025-11-24 02:06:42,mysql_database,14240.02581665
1645,589,1,15,2,529.99,0.05,2025-11-24 02:06:42,mysql_database,25157.74286665
1646,590,1,2,2,749.99,0.1,2025-11-24 02:06:42,mysql_database,35600.776566650005
1647,590,2,20,1,599.99,0.07,2025-11-24 02:06:42,mysql_database,28480.52631665
1648,590,3,8,2,1799.99,0.05,2025-11-24 02:06:42,mysql_database,85442.52831665
1649,590,4,5,2,1320.99,0.1,2025-11-24 02:06:42,mysql_database,62705.19585165
1650,590,5,24,1,549.99,0.1,2025-11-24 02:06:42,mysql_database,26107.10956665
1651,591,1,16,2,599.99,0.05,2025-11-24 02:06:42,mysql_database,28480.52631665
1652,591,2,25,2,499.99,0.05,2025-11-24 02:06:42,mysql_database,23733.692816650004
1653,591,3,2,2,749.99,0.1,2025-11-24 02:06:42,mysql_database,35600.776566650005
1654,592,1,21,2,269.99,0.1,2025-11-24 02:06:42,mysql_database,12815.97576665
1655,592,2,16,1,599.99,0.05,2025-11-24 02:06:42,mysql_database,28480.52631665
1656,592,3,18,2,449.0,0.07,2025-11-24 02:06:42,mysql_database,21313.282415
1657,593,1,3,2,999.99,0.1,2025-11-24 02:06:42,mysql_database,47467.86031665
1658,593,2,25,1,499.99,0.07,2025-11-24 02:06:42,mysql_database,23733.692816650004
1659,594,1,26,1,599.99,0.1,2025-11-24 02:06:42,mysql_database,28480.52631665
1660,594,2,21,2,269.99,0.05,2025-11-24 02:06:42,mysql_database,12815.97576665
1661,595,1,4,1,2899.99,0.07,2025-11-24 02:06:42,mysql_database,137657.69681665
1662,595,2,19,2,449.0,0.07,2025-11-24 02:06:42,mysql_database,21313.282415
1663,595,3,3,1,999.99,0.07,2025-11-24 02:06:42,mysql_database,47467.86031665
1664,595,4,10,1,1549.0,0.07,2025-11-24 02:06:42,mysql_database,73528.45091500001
1665,595,5,26,2,599.99,0.05,2025-11-24 02:06:42,mysql_database,28480.52631665
1666,596,1,5,1,1320.99,0.05,2025-11-24 02:06:42,mysql_database,62705.19585165
1667,596,2,23,2,299.99,0.1,2025-11-24 02:06:42,mysql_database,14240.02581665
1668,596,3,9,1,2999.99,0.05,2025-11-24 02:06:42,mysql_database,142404.53031665
1669,597,1,17,2,429.0,0.2,2025-11-24 02:06:42,mysql_database,20363.915715000003
1670,597,2,8,1,1799.99,0.07,2025-11-24 02:06:42,mysql_database,85442.52831665
1671,598,1,4,2,2899.99,0.05,2025-11-24 02:06:42,mysql_database,137657.69681665
1672,598,2,16,2,599.99,0.07,2025-11-24 02:06:42,mysql_database,28480.52631665
1673,598,3,14,1,269.99,0.1,2025-11-24 02:06:42,mysql_database,12815.97576665
1674,599,1,9,2,2999.99,0.05,2025-11-24 02:06:42,mysql_database,142404.53031665
1675,599,2,22,2,269.99,0.2,2025-11-24 02:06:42,mysql_database,12815.97576665
1676,599,3,23,1,299.99,0.07,2025-11-24 02:06:42,mysql_database,14240.02581665
1677,599,4,10,2,1549.0,0.1,2025-11-24 02:06:42,mysql_database,73528.45091500001
1678,600,1,26,2,599.99,0.07,2025-11-24 02:06:42,mysql_database,28480.52631665
1679,600,2,4,1,2899.99,0.2,2025-11-24 02:06:42,mysql_database,137657.69681665
1680,600,3,18,2,449.0,0.07,2025-11-24 02:06:42,mysql_database,21313.282415
1681,601,1,12,2,549.99,0.2,2025-11-24 02:06:42,mysql_database,26107.10956665
1682,602,1,15,2,529.99,0.05,2025-11-24 02:06:42,mysql_database,25157.74286665
1683,602,2,5,2,1320.99,0.07,2025-11-24 02:06:42,mysql_database,62705.19585165
1684,603,1,12,1,549.99,0.07,2025-11-24 02:06:42,mysql_database,26107.10956665
1685,603,2,4,1,2899.99,0.1,2025-11-24 02:06:42,mysql_database,137657.69681665
1686,604,1,10,2,1549.0,0.07,2025-11-24 02:06:42,mysql_database,73528.45091500001
