,product_id,product_name,brand_id,category_id,model_year,list_price,extracted_date,data_source,local_price
225,226,Electra Townie Original 21D EQ - 2017/2018,1,3,2018,679.99,2025-11-24 02:47:01,from_csv_file,32277.993116650003
226,227,Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018,1,3,2018,319.99,2025-11-24 02:47:01,from_csv_file,15189.392516650001
227,228,Electra Cruiser 7D Tall - 2016/2018,1,3,2018,319.99,2025-11-24 02:47:01,from_csv_file,15189.392516650001
228,229,Electra Cruiser Lux 1 - 2016/2018,1,3,2018,429.99,2025-11-24 02:47:01,from_csv_file,20410.90936665
229,230,Electra Cruiser Lux 1 Ladies' - 2018,1,3,2018,429.99,2025-11-24 02:47:01,from_csv_file,20410.90936665
230,231,Electra Cruiser Lux 3i Ladies' - 2018,1,3,2018,529.99,2025-11-24 02:47:01,from_csv_file,25157.74286665
231,232,Electra Cruiser Lux 7D Ladies' - 2018,1,3,2018,479.99,2025-11-24 02:47:01,from_csv_file,22784.32611665
232,233,Electra Cruiser Lux Fat Tire 7D - 2018,1,3,2018,639.99,2025-11-24 02:47:01,from_csv_file,30379.25971665
233,234,Electra Daydreamer 3i Ladies' - 2018,1,3,2018,899.99,2025-11-24 02:47:01,from_csv_file,42721.02681665
234,235,Electra Koa 3i Ladies' - 2018,1,3,2018,899.99,2025-11-24 02:47:01,from_csv_file,42721.02681665
235,236,Electra Morningstar 3i Ladies' - 2018,1,3,2018,749.99,2025-11-24 02:47:01,from_csv_file,35600.776566650005
236,237,Electra Relic 3i - 2018,1,3,2018,849.99,2025-11-24 02:47:01,from_csv_file,40347.610066650006
237,238,Electra Townie Balloon 8D EQ - 2016/2017/2018,1,3,2018,749.99,2025-11-24 02:47:01,from_csv_file,35600.776566650005
238,239,Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018,1,3,2018,749.99,2025-11-24 02:47:01,from_csv_file,35600.776566650005
239,240,Electra Townie Commute 27D Ladies - 2018,1,3,2018,899.99,2025-11-24 02:47:01,from_csv_file,42721.02681665
240,241,Electra Townie Commute 8D - 2018,1,3,2018,749.99,2025-11-24 02:47:01,from_csv_file,35600.776566650005
241,242,Electra Townie Commute 8D Ladies' - 2018,1,3,2018,699.99,2025-11-24 02:47:01,from_csv_file,33227.35981665
242,243,Electra Townie Original 21D EQ Ladies' - 2018,1,3,2018,679.99,2025-11-24 02:47:01,from_csv_file,32277.993116650003
243,244,Electra Townie Original 21D Ladies' - 2018,1,3,2018,559.99,2025-11-24 02:47:01,from_csv_file,26581.792916650003
244,245,Electra Townie Original 3i EQ - 2017/2018,1,3,2018,659.99,2025-11-24 02:47:01,from_csv_file,31328.626416650004
245,246,Electra Townie Original 3i EQ Ladies' - 2018,1,3,2018,639.99,2025-11-24 02:47:01,from_csv_file,30379.25971665
246,247,Electra Townie Original 7D EQ - 2018,1,3,2018,599.99,2025-11-24 02:47:01,from_csv_file,28480.52631665
247,248,Electra Townie Original 7D EQ Ladies' - 2017/2018,1,3,2018,599.99,2025-11-24 02:47:01,from_csv_file,28480.52631665
248,249,Electra White Water 3i - 2018,1,3,2018,749.99,2025-11-24 02:47:01,from_csv_file,35600.776566650005
249,250,Electra Townie Go! 8i - 2017/2018,1,3,2018,2599.99,2025-11-24 02:47:01,from_csv_file,123417.19631664999
250,251,Electra Townie Commute Go! - 2018,1,3,2018,2999.99,2025-11-24 02:47:01,from_csv_file,142404.53031665
251,252,Electra Townie Commute Go! Ladies' - 2018,1,3,2018,2999.99,2025-11-24 02:47:01,from_csv_file,142404.53031665
252,253,Electra Townie Go! 8i Ladies' - 2018,1,3,2018,2599.99,2025-11-24 02:47:01,from_csv_file,123417.19631664999
253,254,Electra Townie Balloon 3i EQ - 2017/2018,1,3,2018,749.99,2025-11-24 02:47:01,from_csv_file,35600.776566650005
254,255,Electra Townie Balloon 7i EQ Ladies' - 2017/2018,1,3,2018,899.99,2025-11-24 02:47:01,from_csv_file,42721.02681665
255,256,Electra Townie Commute 27D - 2018,1,3,2018,899.99,2025-11-24 02:47:01,from_csv_file,42721.02681665
256,257,Electra Amsterdam Fashion 3i Ladies' - 2017/2018,1,3,2018,899.99,2025-11-24 02:47:01,from_csv_file,42721.02681665
257,258,Electra Amsterdam Royal 8i - 2017/2018,1,3,2018,1259.9,2025-11-24 02:47:01,from_csv_file,59805.35526650001
258,259,Electra Amsterdam Royal 8i Ladies - 2018,1,3,2018,1199.99,2025-11-24 02:47:01,from_csv_file,56961.527316650005
259,260,Electra Townie Balloon 3i EQ Ladies' - 2018,1,3,2018,799.99,2025-11-24 02:47:01,from_csv_file,37974.19331665
260,261,Electra Townie Balloon 7i EQ - 2018,1,3,2018,899.99,2025-11-24 02:47:01,from_csv_file,42721.02681665
261,262,Trek MT 201 - 2018,9,1,2018,249.99,2025-11-24 02:47:01,from_csv_file,11866.60906665
262,263,Strider Classic 12 Balance Bike - 2018,6,1,2018,89.99,2025-11-24 02:47:01,from_csv_file,4271.67546665
263,264,Strider Sport 16 - 2018,6,1,2018,249.99,2025-11-24 02:47:01,from_csv_file,11866.60906665
264,265,Strider Strider 20 Sport - 2018,6,1,2018,289.99,2025-11-24 02:47:01,from_csv_file,13765.342466650001
265,266,Trek Superfly 20 - 2018,9,1,2018,399.99,2025-11-24 02:47:01,from_csv_file,18986.859316650003
266,267,Trek Precaliber 12 Girl's - 2018,9,1,2018,199.99,2025-11-24 02:47:01,from_csv_file,9493.192316650002
267,268,Trek Kickster - 2018,9,1,2018,159.99,2025-11-24 02:47:01,from_csv_file,7594.458916650001
268,269,Trek Precaliber 12 Boy's - 2018,9,1,2018,199.99,2025-11-24 02:47:01,from_csv_file,9493.192316650002
269,270,Trek Precaliber 16 Boy's - 2018,9,1,2018,209.99,2025-11-24 02:47:01,from_csv_file,9967.875666650001
270,271,Trek Precaliber 16 Girl's - 2018,9,1,2018,209.99,2025-11-24 02:47:01,from_csv_file,9967.875666650001
271,272,Trek Precaliber 20 6-speed Boy's - 2018,9,1,2018,289.99,2025-11-24 02:47:01,from_csv_file,13765.342466650001
272,273,Trek Precaliber 20 6-speed Girl's - 2018,9,1,2018,289.99,2025-11-24 02:47:01,from_csv_file,13765.342466650001
273,274,Trek Precaliber 20 Boy's - 2018,9,1,2018,229.99,2025-11-24 02:47:01,from_csv_file,10917.242366650002
274,275,Trek Precaliber 20 Girl's - 2018,9,1,2018,229.99,2025-11-24 02:47:01,from_csv_file,10917.242366650002
275,276,Trek Precaliber 24 (7-Speed) - Boys - 2018,9,1,2018,319.99,2025-11-24 02:47:01,from_csv_file,15189.392516650001
276,277,Trek Precaliber 24 21-speed Boy's - 2018,9,1,2018,369.99,2025-11-24 02:47:01,from_csv_file,17562.80926665
277,278,Trek Precaliber 24 21-speed Girl's - 2018,9,1,2018,369.99,2025-11-24 02:47:01,from_csv_file,17562.80926665
278,279,Trek Precaliber 24 7-speed Girl's - 2018,9,1,2018,319.99,2025-11-24 02:47:01,from_csv_file,15189.392516650001
279,280,Trek Superfly 24 - 2017/2018,9,1,2018,489.99,2025-11-24 02:47:01,from_csv_file,23259.00946665
280,281,Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018,1,1,2018,319.99,2025-11-24 02:47:01,from_csv_file,15189.392516650001
281,282,Electra Cyclosaurus 1 (16-inch) - Boy's - 2018,1,1,2018,279.99,2025-11-24 02:47:01,from_csv_file,13290.659116650002
282,283,Electra Heartchya 1 (20-inch) - Girl's - 2018,1,1,2018,319.99,2025-11-24 02:47:01,from_csv_file,15189.392516650001
283,284,Electra Savannah 1 (20-inch) - Girl's - 2018,1,1,2018,319.99,2025-11-24 02:47:01,from_csv_file,15189.392516650001
284,285,Electra Soft Serve 1 (16-inch) - Girl's - 2018,1,1,2018,279.99,2025-11-24 02:47:01,from_csv_file,13290.659116650002
285,286,"Electra Starship 1 16"" - 2018",1,1,2018,279.99,2025-11-24 02:47:01,from_csv_file,13290.659116650002
286,287,Electra Straight 8 1 (16-inch) - Boy's - 2018,1,1,2018,279.99,2025-11-24 02:47:01,from_csv_file,13290.659116650002
287,288,Electra Straight 8 1 (20-inch) - Boy's - 2018,1,1,2018,389.99,2025-11-24 02:47:01,from_csv_file,18512.17596665
288,289,"Electra Superbolt 1 20"" - 2018",1,1,2018,319.99,2025-11-24 02:47:01,from_csv_file,15189.392516650001
289,290,"Electra Superbolt 3i 20"" - 2018",1,1,2018,369.99,2025-11-24 02:47:01,from_csv_file,17562.80926665
290,291,Electra Sweet Ride 1 (20-inch) - Girl's - 2018,1,1,2018,319.99,2025-11-24 02:47:01,from_csv_file,15189.392516650001
291,292,Electra Sweet Ride 3i (20-inch) - Girls' - 2018,1,1,2018,369.99,2025-11-24 02:47:01,from_csv_file,17562.80926665
292,293,Electra Tiger Shark 1 (20-inch) - Boys' - 2018,1,1,2018,319.99,2025-11-24 02:47:01,from_csv_file,15189.392516650001
293,294,Electra Tiger Shark 3i (20-inch) - Boys' - 2018,1,1,2018,369.99,2025-11-24 02:47:01,from_csv_file,17562.80926665
294,295,"Electra Treasure 1 20"" - 2018",1,1,2018,319.99,2025-11-24 02:47:01,from_csv_file,15189.392516650001
295,296,"Electra Treasure 3i 20"" - 2018",1,1,2018,369.99,2025-11-24 02:47:01,from_csv_file,17562.80926665
296,297,"Electra Under-The-Sea 1 16"" - 2018",1,1,2018,279.99,2025-11-24 02:47:01,from_csv_file,13290.659116650002
297,298,Electra Water Lily 1 (16-inch) - Girl's - 2018,1,1,2018,279.99,2025-11-24 02:47:01,from_csv_file,13290.659116650002
298,299,Electra Townie Original 21D - 2018,1,2,2018,559.99,2025-11-24 02:47:01,from_csv_file,26581.792916650003
299,300,Electra Townie Balloon 3i EQ Ladies' - 2018,1,2,2018,799.99,2025-11-24 02:47:01,from_csv_file,37974.19331665
300,301,Electra Townie Balloon 7i EQ - 2018,1,2,2018,899.99,2025-11-24 02:47:01,from_csv_file,42721.02681665
301,302,Electra Townie Original 1 - 2018,1,2,2018,449.99,2025-11-24 02:47:01,from_csv_file,21360.276066650003
302,303,Electra Townie Go! 8i - 2017/2018,1,2,2018,2599.99,2025-11-24 02:47:01,from_csv_file,123417.19631664999
303,304,Electra Townie Original 21D EQ - 2017/2018,1,2,2018,679.99,2025-11-24 02:47:01,from_csv_file,32277.993116650003
304,305,Electra Townie Balloon 3i EQ - 2017/2018,1,2,2018,749.99,2025-11-24 02:47:01,from_csv_file,35600.776566650005
305,306,Electra Townie Balloon 7i EQ Ladies' - 2017/2018,1,2,2018,899.99,2025-11-24 02:47:01,from_csv_file,42721.02681665
306,307,Electra Townie Balloon 8D EQ - 2016/2017/2018,1,2,2018,749.99,2025-11-24 02:47:01,from_csv_file,35600.776566650005
307,308,Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018,1,2,2018,749.99,2025-11-24 02:47:01,from_csv_file,35600.776566650005
308,309,Electra Townie Commute 27D - 2018,1,2,2018,899.99,2025-11-24 02:47:01,from_csv_file,42721.02681665
309,310,Electra Townie Commute 27D Ladies - 2018,1,2,2018,899.99,2025-11-24 02:47:01,from_csv_file,42721.02681665
310,311,Electra Townie Commute 8D - 2018,1,2,2018,749.99,2025-11-24 02:47:01,from_csv_file,35600.776566650005
311,312,Electra Townie Commute 8D Ladies' - 2018,1,2,2018,699.99,2025-11-24 02:47:01,from_csv_file,33227.35981665
312,313,Electra Townie Original 1 Ladies' - 2018,1,2,2018,449.99,2025-11-24 02:47:01,from_csv_file,21360.276066650003
313,314,Electra Townie Original 21D EQ Ladies' - 2018,1,2,2018,679.99,2025-11-24 02:47:01,from_csv_file,32277.993116650003
314,315,Electra Townie Original 21D Ladies' - 2018,1,2,2018,559.99,2025-11-24 02:47:01,from_csv_file,26581.792916650003
315,316,Trek Checkpoint ALR 4 Women's - 2019,9,7,2019,1699.99,2025-11-24 02:47:01,from_csv_file,80695.69481665001
316,317,Trek Checkpoint ALR 5 - 2019,9,7,2019,1999.99,2025-11-24 02:47:01,from_csv_file,94936.19531665
317,318,Trek Checkpoint ALR 5 Women's - 2019,9,7,2019,1999.99,2025-11-24 02:47:01,from_csv_file,94936.19531665
318,319,Trek Checkpoint SL 5 Women's - 2019,9,7,2019,2799.99,2025-11-24 02:47:01,from_csv_file,132910.86331665
319,320,Trek Checkpoint SL 6 - 2019,9,7,2019,3799.99,2025-11-24 02:47:01,from_csv_file,180379.19831665
320,321,Trek Checkpoint ALR Frameset - 2019,9,7,2019,3199.99,2025-11-24 02:47:01,from_csv_file,151898.19731665
