order_id,item_id,order_status,customer_id,product_id,brand_id,category_id,store_id,staff_id,order_date,required_date,shipped_date,region_id,latency_days,Late_Deliveries,Locality_Flag,quantity,list_price,local_price,discount,total_amount_US,total_amount_EG
161,2,4,251,22,1,1,2,7,20160404,20160407,20160405,117,1.0,False,Non local,1,269.99,12815.97576665,0.05,13.499500000000001,640.7987883325001
161,3,4,251,7,9,6,2,7,20160404,20160407,20160405,117,1.0,False,Non local,2,3999.99,189872.86531665,0.05,399.999,18987.286531665
162,1,4,31,18,4,3,1,3,20160406,20160408,20160407,29,1.0,False,Non local,1,449.0,21313.282415,0.07,31.430000000000003,1491.9297690500002
162,2,4,31,21,1,1,1,3,20160406,20160408,20160407,29,1.0,False,Non local,2,269.99,12815.97576665,0.07,37.79860000000001,1794.2366073310002
162,3,4,31,3,8,6,1,3,20160406,20160408,20160407,29,1.0,False,Non local,2,999.99,47467.86031665,0.1,199.99800000000002,9493.57206333
163,1,4,1325,12,1,3,2,7,20160406,20160407,20160407,67,1.0,False,Non local,1,549.99,26107.10956665,0.1,54.999,2610.710956665
163,2,4,1325,18,4,3,2,7,20160406,20160407,20160407,67,1.0,False,Non local,1,449.0,21313.282415,0.2,89.80000000000001,4262.656483000001
164,1,4,610,4,9,6,2,7,20160407,20160408,20160409,8,2.0,True,Non local,2,2899.99,137657.69681665,0.05,289.99899999999997,13765.769681664999
164,2,4,610,10,8,4,2,7,20160407,20160408,20160409,8,2.0,True,Non local,2,1549.0,73528.45091500001,0.05,154.9,7352.845091500001
164,3,4,610,14,1,3,2,7,20160407,20160408,20160409,8,2.0,True,Non local,1,269.99,12815.97576665,0.1,26.999000000000002,1281.5975766650001
165,1,4,574,4,9,6,1,3,20160408,20160410,20160410,37,2.0,False,Non local,2,2899.99,137657.69681665,0.05,289.99899999999997,13765.769681664999
165,2,4,574,23,1,1,1,3,20160408,20160410,20160410,37,2.0,False,Non local,1,299.99,14240.02581665,0.2,59.998000000000005,2848.0051633300004
165,3,4,574,2,5,6,1,3,20160408,20160410,20160410,37,2.0,False,Non local,1,749.99,35600.776566650005,0.05,37.499500000000005,1780.0388283325003
166,1,4,338,10,8,4,2,6,20160408,20160411,20160411,151,3.0,False,Non local,2,1549.0,73528.45091500001,0.1,309.8,14705.690183000002
166,2,4,338,11,8,4,2,6,20160408,20160411,20160411,151,3.0,False,Non local,1,1680.99,79793.79645165,0.2,336.19800000000004,15958.759290330003
167,1,4,1034,12,1,3,2,7,20160408,20160409,20160411,146,3.0,True,Non local,1,549.99,26107.10956665,0.05,27.4995,1305.3554783325
167,2,4,1034,10,8,4,2,7,20160408,20160409,20160411,146,3.0,True,Non local,1,1549.0,73528.45091500001,0.2,309.8,14705.690183000002
167,3,4,1034,13,1,3,2,7,20160408,20160409,20160411,146,3.0,True,Non local,2,269.99,12815.97576665,0.05,26.999000000000002,1281.5975766650001
167,4,4,1034,7,9,6,2,7,20160408,20160409,20160411,146,3.0,True,Non local,2,3999.99,189872.86531665,0.05,399.999,18987.286531665
168,1,4,1147,6,8,6,1,3,20160409,20160412,20160411,179,2.0,False,Non local,1,469.99,22309.64276665,0.1,46.999,2230.964276665
168,2,4,1147,11,8,4,1,3,20160409,20160412,20160411,179,2.0,False,Non local,2,1680.99,79793.79645165,0.07,235.3386,11171.131503231001
168,3,4,1147,12,1,3,1,3,20160409,20160412,20160411,179,2.0,False,Non local,2,549.99,26107.10956665,0.07,76.99860000000001,3654.995339331
168,4,4,1147,22,1,1,1,3,20160409,20160412,20160411,179,2.0,False,Non local,2,269.99,12815.97576665,0.2,107.99600000000001,5126.3903066600005
169,1,4,99,20,1,3,2,7,20160410,20160411,20160411,10,1.0,False,Non local,2,599.99,28480.52631665,0.1,119.998,5696.1052633300005
169,2,4,99,5,3,6,2,7,20160410,20160411,20160411,10,1.0,False,Non local,1,1320.99,62705.19585165,0.05,66.04950000000001,3135.2597925825003
169,3,4,99,10,8,4,2,7,20160410,20160411,20160411,10,1.0,False,Non local,1,1549.0,73528.45091500001,0.2,309.8,14705.690183000002
169,4,4,99,11,8,4,2,7,20160410,20160411,20160411,10,1.0,False,Non local,1,1680.99,79793.79645165,0.2,336.19800000000004,15958.759290330003
169,5,4,99,14,1,3,2,7,20160410,20160411,20160411,10,1.0,False,Non local,2,269.99,12815.97576665,0.05,26.999000000000002,1281.5975766650001
170,1,4,1200,12,1,3,2,7,20160410,20160411,20160413,9,3.0,True,Non local,2,549.99,26107.10956665,0.1,109.998,5221.42191333
170,2,4,1200,24,1,2,2,7,20160410,20160411,20160413,9,3.0,True,Non local,1,549.99,26107.10956665,0.05,27.4995,1305.3554783325
170,3,4,1200,7,9,6,2,7,20160410,20160411,20160413,9,3.0,True,Non local,1,3999.99,189872.86531665,0.2,799.998,37974.57306333
170,4,4,1200,18,4,3,2,7,20160410,20160411,20160413,9,3.0,True,Non local,2,449.0,21313.282415,0.05,44.900000000000006,2131.3282415000003
171,1,4,237,8,9,6,1,3,20160411,20160414,20160414,105,3.0,False,Non local,1,1799.99,85442.52831665,0.05,89.99950000000001,4272.1264158325
172,1,4,1079,23,1,1,2,7,20160411,20160412,20160414,81,3.0,True,Non local,1,299.99,14240.02581665,0.07,20.9993,996.8018071655001
172,2,4,1079,16,1,3,2,7,20160411,20160412,20160414,81,3.0,True,Non local,1,599.99,28480.52631665,0.2,119.998,5696.1052633300005
173,1,4,117,14,1,3,3,8,20160411,20160414,20160413,19,2.0,False,Non local,1,269.99,12815.97576665,0.05,13.499500000000001,640.7987883325001
173,2,4,117,16,1,3,3,8,20160411,20160414,20160413,19,2.0,False,Non local,1,599.99,28480.52631665,0.2,119.998,5696.1052633300005
173,3,4,117,20,1,3,3,8,20160411,20160414,20160413,19,2.0,False,Non local,2,599.99,28480.52631665,0.05,59.999,2848.0526316650003
174,1,4,1361,22,1,1,2,7,20160412,20160413,20160415,195,3.0,True,Non local,2,269.99,12815.97576665,0.2,107.99600000000001,5126.3903066600005
174,2,4,1361,19,4,3,2,7,20160412,20160413,20160415,195,3.0,True,Non local,2,449.0,21313.282415,0.1,89.80000000000001,4262.656483000001
175,1,4,951,5,3,6,2,6,20160413,20160414,20160414,17,1.0,False,Non local,1,1320.99,62705.19585165,0.1,132.09900000000002,6270.5195851650005
175,2,4,951,2,5,6,2,6,20160413,20160414,20160414,17,1.0,False,Non local,2,749.99,35600.776566650005,0.2,299.99600000000004,14240.310626660003
175,3,4,951,21,1,1,2,6,20160413,20160414,20160414,17,1.0,False,Non local,2,269.99,12815.97576665,0.1,53.998000000000005,2563.1951533300003
175,4,4,951,19,4,3,2,6,20160413,20160414,20160414,17,1.0,False,Non local,1,449.0,21313.282415,0.07,31.430000000000003,1491.9297690500002
176,1,4,643,2,5,6,2,7,20160415,20160416,20160417,81,2.0,True,Non local,2,749.99,35600.776566650005,0.07,104.99860000000001,4984.108719331001
176,2,4,643,11,8,4,2,7,20160415,20160416,20160417,81,2.0,True,Non local,2,1680.99,79793.79645165,0.2,672.3960000000001,31917.518580660006
176,3,4,643,16,1,3,2,7,20160415,20160416,20160417,81,2.0,True,Non local,2,599.99,28480.52631665,0.05,59.999,2848.0526316650003
177,1,4,121,20,1,3,1,2,20160416,20160419,20160419,31,3.0,False,Non local,2,599.99,28480.52631665,0.1,119.998,5696.1052633300005
178,1,4,756,10,8,4,2,6,20160416,20160417,20160418,188,2.0,True,Non local,2,1549.0,73528.45091500001,0.2,619.6,29411.380366000005
178,2,4,756,12,1,3,2,6,20160416,20160417,20160418,188,2.0,True,Non local,1,549.99,26107.10956665,0.05,27.4995,1305.3554783325
178,3,4,756,3,8,6,2,6,20160416,20160417,20160418,188,2.0,True,Non local,1,999.99,47467.86031665,0.1,99.99900000000001,4746.786031665
178,4,4,756,18,4,3,2,6,20160416,20160417,20160418,188,2.0,True,Non local,1,449.0,21313.282415,0.07,31.430000000000003,1491.9297690500002
179,1,4,616,13,1,3,2,6,20160417,20160419,20160419,74,2.0,False,Non local,2,269.99,12815.97576665,0.05,26.999000000000002,1281.5975766650001
179,2,4,616,26,1,2,2,6,20160417,20160419,20160419,74,2.0,False,Non local,1,599.99,28480.52631665,0.1,59.999,2848.0526316650003
179,3,4,616,18,4,3,2,6,20160417,20160419,20160419,74,2.0,False,Non local,1,449.0,21313.282415,0.2,89.80000000000001,4262.656483000001
179,4,4,616,12,1,3,2,6,20160417,20160419,20160419,74,2.0,False,Non local,2,549.99,26107.10956665,0.2,219.996,10442.84382666
179,5,4,616,20,1,3,2,6,20160417,20160419,20160419,74,2.0,False,Non local,2,599.99,28480.52631665,0.1,119.998,5696.1052633300005
180,1,4,918,16,1,3,2,7,20160417,20160420,20160419,99,2.0,False,Non local,1,599.99,28480.52631665,0.07,41.999300000000005,1993.6368421655002
181,1,4,459,10,8,4,1,3,20160418,20160420,20160420,170,2.0,False,Non local,1,1549.0,73528.45091500001,0.05,77.45,3676.4225457500006
181,2,4,459,11,8,4,1,3,20160418,20160420,20160420,170,2.0,False,Non local,1,1680.99,79793.79645165,0.1,168.09900000000002,7979.379645165001
181,3,4,459,15,1,3,1,3,20160418,20160420,20160420,170,2.0,False,Non local,2,529.99,25157.74286665,0.2,211.996,10063.097146660002
181,4,4,459,24,1,2,1,3,20160418,20160420,20160420,170,2.0,False,Non local,2,549.99,26107.10956665,0.05,54.999,2610.710956665
182,1,4,854,25,1,2,2,6,20160418,20160419,20160420,16,2.0,True,Non local,2,499.99,23733.692816650004,0.05,49.999,2373.3692816650005
182,2,4,854,24,1,2,2,6,20160418,20160419,20160420,16,2.0,True,Non local,2,549.99,26107.10956665,0.07,76.99860000000001,3654.995339331
183,1,4,22,11,8,4,2,7,20160419,20160420,20160420,21,1.0,False,Non local,2,1680.99,79793.79645165,0.2,672.3960000000001,31917.518580660006
183,2,4,22,12,1,3,2,7,20160419,20160420,20160420,21,1.0,False,Non local,2,549.99,26107.10956665,0.05,54.999,2610.710956665
183,3,4,22,19,4,3,2,7,20160419,20160420,20160420,21,1.0,False,Non local,1,449.0,21313.282415,0.07,31.430000000000003,1491.9297690500002
183,4,4,22,17,4,3,2,7,20160419,20160420,20160420,21,1.0,False,Non local,1,429.0,20363.915715000003,0.07,30.03,1425.4741000500003
184,1,4,134,4,9,6,2,7,20160419,20160421,20160422,12,3.0,True,Non local,1,2899.99,137657.69681665,0.2,579.9979999999999,27531.539363329997
184,2,4,134,5,3,6,2,7,20160419,20160421,20160422,12,3.0,True,Non local,1,1320.99,62705.19585165,0.1,132.09900000000002,6270.5195851650005
184,3,4,134,14,1,3,2,7,20160419,20160421,20160422,12,3.0,True,Non local,1,269.99,12815.97576665,0.1,26.999000000000002,1281.5975766650001
185,1,3,24,20,1,3,1,2,20160420,20160420,,23,,False,Non local,1,599.99,28480.52631665,0.1,59.999,2848.0526316650003
185,2,3,24,8,9,6,1,2,20160420,20160420,,23,,False,Non local,1,1799.99,85442.52831665,0.05,89.99950000000001,4272.1264158325
186,1,4,1127,4,9,6,2,6,20160421,20160422,20160424,38,3.0,True,Non local,1,2899.99,137657.69681665,0.1,289.99899999999997,13765.769681664999
186,2,4,1127,6,8,6,2,6,20160421,20160422,20160424,38,3.0,True,Non local,1,469.99,22309.64276665,0.1,46.999,2230.964276665
187,1,4,183,5,3,6,2,6,20160422,20160423,20160424,81,2.0,True,Non local,1,1320.99,62705.19585165,0.05,66.04950000000001,3135.2597925825003
188,1,4,390,7,9,6,2,6,20160422,20160423,20160425,143,3.0,True,Non local,2,3999.99,189872.86531665,0.07,559.9986,26582.201144331
189,1,4,1288,16,1,3,1,2,20160423,20160424,20160426,127,3.0,True,Non local,2,599.99,28480.52631665,0.2,239.996,11392.210526660001
190,1,4,98,24,1,2,2,6,20160423,20160425,20160425,15,2.0,False,Non local,1,549.99,26107.10956665,0.05,27.4995,1305.3554783325
190,2,4,98,15,1,3,2,6,20160423,20160425,20160425,15,2.0,False,Non local,1,529.99,25157.74286665,0.2,105.998,5031.548573330001
190,3,4,98,3,8,6,2,6,20160423,20160425,20160425,15,2.0,False,Non local,2,999.99,47467.86031665,0.2,399.99600000000004,18987.14412666
191,1,4,919,25,1,2,1,2,20160427,20160428,20160428,28,1.0,False,Non local,1,499.99,23733.692816650004,0.05,24.9995,1186.6846408325002
191,2,4,919,12,1,3,1,2,20160427,20160428,20160428,28,1.0,False,Non local,2,549.99,26107.10956665,0.2,219.996,10442.84382666
191,3,4,919,3,8,6,1,2,20160427,20160428,20160428,28,1.0,False,Non local,1,999.99,47467.86031665,0.07,69.9993,3322.7502221655004
191,4,4,919,8,9,6,1,2,20160427,20160428,20160428,28,1.0,False,Non local,2,1799.99,85442.52831665,0.05,179.99900000000002,8544.252831665
191,5,4,919,23,1,1,1,2,20160427,20160428,20160428,28,1.0,False,Non local,1,299.99,14240.02581665,0.05,14.999500000000001,712.0012908325001
192,1,4,728,8,9,6,2,7,20160427,20160428,20160429,1,2.0,True,Non local,2,1799.99,85442.52831665,0.1,359.99800000000005,17088.50566333
192,2,4,728,25,1,2,2,7,20160427,20160428,20160429,1,2.0,True,Non local,1,499.99,23733.692816650004,0.07,34.999300000000005,1661.3584971655005
192,3,4,728,2,5,6,2,7,20160427,20160428,20160429,1,2.0,True,Non local,1,749.99,35600.776566650005,0.05,37.499500000000005,1780.0388283325003
192,4,4,728,24,1,2,2,7,20160427,20160428,20160429,1,2.0,True,Non local,2,549.99,26107.10956665,0.07,76.99860000000001,3654.995339331
192,5,4,728,10,8,4,2,7,20160427,20160428,20160429,1,2.0,True,Non local,2,1549.0,73528.45091500001,0.2,619.6,29411.380366000005
193,1,4,1366,12,1,3,1,3,20160428,20160430,20160430,2,2.0,False,Non local,2,549.99,26107.10956665,0.1,109.998,5221.42191333
194,1,4,558,21,1,1,2,7,20160428,20160430,20160501,10,3.0,True,Non local,2,269.99,12815.97576665,0.2,107.99600000000001,5126.3903066600005
195,1,4,727,18,4,3,2,7,20160428,20160501,20160501,17,3.0,False,Non local,1,449.0,21313.282415,0.2,89.80000000000001,4262.656483000001
195,2,4,727,14,1,3,2,7,20160428,20160501,20160501,17,3.0,False,Non local,1,269.99,12815.97576665,0.05,13.499500000000001,640.7987883325001
195,3,4,727,5,3,6,2,7,20160428,20160501,20160501,17,3.0,False,Non local,2,1320.99,62705.19585165,0.2,528.3960000000001,25082.078340660002
195,4,4,727,4,9,6,2,7,20160428,20160501,20160501,17,3.0,False,Non local,2,2899.99,137657.69681665,0.2,1159.9959999999999,55063.078726659995
195,5,4,727,21,1,1,2,7,20160428,20160501,20160501,17,3.0,False,Non local,2,269.99,12815.97576665,0.1,53.998000000000005,2563.1951533300003
196,1,4,1247,6,8,6,2,6,20160428,20160430,20160501,94,3.0,True,Non local,1,469.99,22309.64276665,0.05,23.4995,1115.4821383325
196,2,4,1247,3,8,6,2,6,20160428,20160430,20160501,94,3.0,True,Non local,2,999.99,47467.86031665,0.07,139.9986,6645.500444331001
196,3,4,1247,10,8,4,2,6,20160428,20160430,20160501,94,3.0,True,Non local,2,1549.0,73528.45091500001,0.07,216.86,10293.983128100002
196,4,4,1247,12,1,3,2,6,20160428,20160430,20160501,94,3.0,True,Non local,1,549.99,26107.10956665,0.07,38.499300000000005,1827.4976696655
196,5,4,1247,20,1,3,2,6,20160428,20160430,20160501,94,3.0,True,Non local,1,599.99,28480.52631665,0.1,59.999,2848.0526316650003
197,1,4,127,4,9,6,2,7,20160430,20160503,20160503,34,3.0,False,Non local,2,2899.99,137657.69681665,0.2,1159.9959999999999,55063.078726659995
197,2,4,127,2,5,6,2,7,20160430,20160503,20160503,34,3.0,False,Non local,2,749.99,35600.776566650005,0.07,104.99860000000001,4984.108719331001
198,1,4,640,6,8,6,2,6,20160501,20160504,20160503,178,2.0,False,Non local,2,469.99,22309.64276665,0.05,46.999,2230.964276665
198,2,4,640,20,1,3,2,6,20160501,20160504,20160503,178,2.0,False,Non local,2,599.99,28480.52631665,0.07,83.99860000000001,3987.2736843310004
198,3,4,640,8,9,6,2,6,20160501,20160504,20160503,178,2.0,False,Non local,2,1799.99,85442.52831665,0.2,719.9960000000001,34177.01132666
198,4,4,640,13,1,3,2,6,20160501,20160504,20160503,178,2.0,False,Non local,2,269.99,12815.97576665,0.05,26.999000000000002,1281.5975766650001
198,5,4,640,17,4,3,2,6,20160501,20160504,20160503,178,2.0,False,Non local,1,429.0,20363.915715000003,0.05,21.450000000000003,1018.1957857500001
199,1,4,760,25,1,2,2,7,20160501,20160504,20160504,53,3.0,False,Non local,2,499.99,23733.692816650004,0.05,49.999,2373.3692816650005
199,2,4,760,18,4,3,2,7,20160501,20160504,20160504,53,3.0,False,Non local,2,449.0,21313.282415,0.07,62.86000000000001,2983.8595381000005
199,3,4,760,4,9,6,2,7,20160501,20160504,20160504,53,3.0,False,Non local,1,2899.99,137657.69681665,0.2,579.9979999999999,27531.539363329997
200,1,4,1074,23,1,1,2,6,20160501,20160503,20160503,81,2.0,False,Non local,2,299.99,14240.02581665,0.05,29.999000000000002,1424.0025816650002
200,2,4,1074,22,1,1,2,6,20160501,20160503,20160503,81,2.0,False,Non local,2,269.99,12815.97576665,0.07,37.79860000000001,1794.2366073310002
201,1,4,280,24,1,2,3,9,20160501,20160504,20160502,52,1.0,False,Non local,1,549.99,26107.10956665,0.05,27.4995,1305.3554783325
201,2,4,280,7,9,6,3,9,20160501,20160504,20160502,52,1.0,False,Non local,1,3999.99,189872.86531665,0.2,799.998,37974.57306333
201,3,4,280,14,1,3,3,9,20160501,20160504,20160502,52,1.0,False,Non local,2,269.99,12815.97576665,0.1,53.998000000000005,2563.1951533300003
201,4,4,280,17,4,3,3,9,20160501,20160504,20160502,52,1.0,False,Non local,1,429.0,20363.915715000003,0.05,21.450000000000003,1018.1957857500001
202,1,4,600,8,9,6,1,2,20160503,20160505,20160504,71,1.0,False,Non local,1,1799.99,85442.52831665,0.07,125.99930000000002,5980.976982165501
202,2,4,600,17,4,3,1,2,20160503,20160505,20160504,71,1.0,False,Non local,1,429.0,20363.915715000003,0.05,21.450000000000003,1018.1957857500001
202,3,4,600,15,1,3,1,2,20160503,20160505,20160504,71,1.0,False,Non local,2,529.99,25157.74286665,0.05,52.999,2515.7742866650005
202,4,4,600,25,1,2,1,2,20160503,20160505,20160504,71,1.0,False,Non local,2,499.99,23733.692816650004,0.05,49.999,2373.3692816650005
203,1,4,1102,26,1,2,3,9,20160503,20160505,20160506,176,3.0,True,Non local,1,599.99,28480.52631665,0.05,29.9995,1424.0263158325001
203,2,4,1102,3,8,6,3,9,20160503,20160505,20160506,176,3.0,True,Non local,2,999.99,47467.86031665,0.1,199.99800000000002,9493.57206333
203,3,4,1102,17,4,3,3,9,20160503,20160505,20160506,176,3.0,True,Non local,2,429.0,20363.915715000003,0.2,171.60000000000002,8145.566286000001
203,4,4,1102,19,4,3,3,9,20160503,20160505,20160506,176,3.0,True,Non local,2,449.0,21313.282415,0.07,62.86000000000001,2983.8595381000005
204,1,4,591,6,8,6,2,7,20160504,20160507,20160506,112,2.0,False,Non local,2,469.99,22309.64276665,0.07,65.79860000000001,3123.349987331
204,2,4,591,17,4,3,2,7,20160504,20160507,20160506,112,2.0,False,Non local,2,429.0,20363.915715000003,0.1,85.80000000000001,4072.7831430000006
205,1,4,635,22,1,1,2,6,20160504,20160505,20160506,44,2.0,True,Non local,2,269.99,12815.97576665,0.05,26.999000000000002,1281.5975766650001
205,2,4,635,24,1,2,2,6,20160504,20160505,20160506,44,2.0,True,Non local,2,549.99,26107.10956665,0.1,109.998,5221.42191333
206,1,4,743,25,1,2,3,9,20160504,20160506,20160505,13,1.0,False,Non local,1,499.99,23733.692816650004,0.05,24.9995,1186.6846408325002
206,2,4,743,20,1,3,3,9,20160504,20160506,20160505,13,1.0,False,Non local,1,599.99,28480.52631665,0.2,119.998,5696.1052633300005
207,1,4,105,12,1,3,2,7,20160505,20160507,20160507,79,2.0,False,Non local,2,549.99,26107.10956665,0.2,219.996,10442.84382666
207,2,4,105,5,3,6,2,7,20160505,20160507,20160507,79,2.0,False,Non local,1,1320.99,62705.19585165,0.05,66.04950000000001,3135.2597925825003
207,3,4,105,11,8,4,2,7,20160505,20160507,20160507,79,2.0,False,Non local,2,1680.99,79793.79645165,0.07,235.3386,11171.131503231001
207,4,4,105,7,9,6,2,7,20160505,20160507,20160507,79,2.0,False,Non local,2,3999.99,189872.86531665,0.1,799.998,37974.57306333
208,1,4,815,6,8,6,2,7,20160506,20160507,20160509,112,3.0,True,Non local,2,469.99,22309.64276665,0.05,46.999,2230.964276665
208,2,4,815,4,9,6,2,7,20160506,20160507,20160509,112,3.0,True,Non local,2,2899.99,137657.69681665,0.07,405.9986,19272.077554331
208,3,4,815,3,8,6,2,7,20160506,20160507,20160509,112,3.0,True,Non local,1,999.99,47467.86031665,0.05,49.999500000000005,2373.3930158325
208,4,4,815,12,1,3,2,7,20160506,20160507,20160509,112,3.0,True,Non local,1,549.99,26107.10956665,0.2,109.998,5221.42191333
208,5,4,815,10,8,4,2,7,20160506,20160507,20160509,112,3.0,True,Non local,2,1549.0,73528.45091500001,0.05,154.9,7352.845091500001
209,1,4,514,13,1,3,2,6,20160507,20160508,20160508,22,1.0,False,Non local,1,269.99,12815.97576665,0.1,26.999000000000002,1281.5975766650001
210,1,4,943,14,1,3,2,6,20160507,20160508,20160509,17,2.0,True,Non local,1,269.99,12815.97576665,0.07,18.899300000000004,897.1183036655001
210,2,4,943,13,1,3,2,6,20160507,20160508,20160509,17,2.0,True,Non local,2,269.99,12815.97576665,0.2,107.99600000000001,5126.3903066600005
211,1,4,1140,10,8,4,2,6,20160507,20160509,20160508,33,1.0,False,Non local,1,1549.0,73528.45091500001,0.07,108.43,5146.991564050001
211,2,4,1140,2,5,6,2,6,20160507,20160509,20160508,33,1.0,False,Non local,2,749.99,35600.776566650005,0.07,104.99860000000001,4984.108719331001
212,1,4,1373,16,1,3,2,6,20160508,20160509,20160511,188,3.0,True,Non local,2,599.99,28480.52631665,0.07,83.99860000000001,3987.2736843310004
212,2,4,1373,12,1,3,2,6,20160508,20160509,20160511,188,3.0,True,Non local,2,549.99,26107.10956665,0.2,219.996,10442.84382666
212,3,4,1373,19,4,3,2,6,20160508,20160509,20160511,188,3.0,True,Non local,1,449.0,21313.282415,0.1,44.900000000000006,2131.3282415000003
212,4,4,1373,7,9,6,2,6,20160508,20160509,20160511,188,3.0,True,Non local,1,3999.99,189872.86531665,0.2,799.998,37974.57306333
213,1,4,788,13,1,3,3,8,20160508,20160509,20160509,191,1.0,False,Non local,1,269.99,12815.97576665,0.1,26.999000000000002,1281.5975766650001
214,1,4,363,21,1,1,2,6,20160510,20160512,20160511,117,1.0,False,Non local,1,269.99,12815.97576665,0.1,26.999000000000002,1281.5975766650001
215,1,4,1420,19,4,3,2,7,20160510,20160513,20160512,152,2.0,False,Non local,1,449.0,21313.282415,0.07,31.430000000000003,1491.9297690500002
215,2,4,1420,12,1,3,2,7,20160510,20160513,20160512,152,2.0,False,Non local,2,549.99,26107.10956665,0.1,109.998,5221.42191333
216,1,4,267,22,1,1,1,3,20160511,20160514,20160513,111,2.0,False,Non local,2,269.99,12815.97576665,0.1,53.998000000000005,2563.1951533300003
216,2,4,267,16,1,3,1,3,20160511,20160514,20160513,111,2.0,False,Non local,2,599.99,28480.52631665,0.05,59.999,2848.0526316650003
217,1,4,716,18,4,3,2,7,20160511,20160512,20160514,93,3.0,True,Non local,1,449.0,21313.282415,0.1,44.900000000000006,2131.3282415000003
217,2,4,716,10,8,4,2,7,20160511,20160512,20160514,93,3.0,True,Non local,2,1549.0,73528.45091500001,0.1,309.8,14705.690183000002
217,3,4,716,17,4,3,2,7,20160511,20160512,20160514,93,3.0,True,Non local,1,429.0,20363.915715000003,0.07,30.03,1425.4741000500003
218,1,4,1179,2,5,6,2,7,20160512,20160514,20160514,119,2.0,False,Non local,2,749.99,35600.776566650005,0.1,149.99800000000002,7120.155313330001
218,2,4,1179,13,1,3,2,7,20160512,20160514,20160514,119,2.0,False,Non local,1,269.99,12815.97576665,0.07,18.899300000000004,897.1183036655001
218,3,4,1179,12,1,3,2,7,20160512,20160514,20160514,119,2.0,False,Non local,1,549.99,26107.10956665,0.05,27.4995,1305.3554783325
219,1,4,1338,26,1,2,2,6,20160512,20160515,20160515,143,3.0,False,Non local,1,599.99,28480.52631665,0.05,29.9995,1424.0263158325001
219,2,4,1338,5,3,6,2,6,20160512,20160515,20160515,143,3.0,False,Non local,1,1320.99,62705.19585165,0.2,264.19800000000004,12541.039170330001
220,1,4,1358,6,8,6,2,6,20160512,20160514,20160515,1,3.0,True,Non local,2,469.99,22309.64276665,0.05,46.999,2230.964276665
220,2,4,1358,25,1,2,2,6,20160512,20160514,20160515,1,3.0,True,Non local,1,499.99,23733.692816650004,0.07,34.999300000000005,1661.3584971655005
220,3,4,1358,22,1,1,2,6,20160512,20160514,20160515,1,3.0,True,Non local,2,269.99,12815.97576665,0.1,53.998000000000005,2563.1951533300003
220,4,4,1358,3,8,6,2,6,20160512,20160514,20160515,1,3.0,True,Non local,2,999.99,47467.86031665,0.2,399.99600000000004,18987.14412666
221,1,4,1218,11,8,4,1,2,20160513,20160516,20160514,29,1.0,False,Non local,2,1680.99,79793.79645165,0.07,235.3386,11171.131503231001
222,1,4,51,10,8,4,2,6,20160513,20160516,20160514,44,1.0,False,Non local,1,1549.0,73528.45091500001,0.1,154.9,7352.845091500001
222,2,4,51,2,5,6,2,6,20160513,20160516,20160514,44,1.0,False,Non local,2,749.99,35600.776566650005,0.1,149.99800000000002,7120.155313330001
223,1,4,1368,7,9,6,2,7,20160515,20160516,20160517,117,2.0,True,Non local,2,3999.99,189872.86531665,0.05,399.999,18987.286531665
223,2,4,1368,5,3,6,2,7,20160515,20160516,20160517,117,2.0,True,Non local,1,1320.99,62705.19585165,0.2,264.19800000000004,12541.039170330001
223,3,4,1368,21,1,1,2,7,20160515,20160516,20160517,117,2.0,True,Non local,2,269.99,12815.97576665,0.1,53.998000000000005,2563.1951533300003
223,4,4,1368,20,1,3,2,7,20160515,20160516,20160517,117,2.0,True,Non local,1,599.99,28480.52631665,0.05,29.9995,1424.0263158325001
223,5,4,1368,15,1,3,2,7,20160515,20160516,20160517,117,2.0,True,Non local,1,529.99,25157.74286665,0.05,26.4995,1257.8871433325003
224,1,4,157,6,8,6,1,3,20160517,20160518,20160519,105,2.0,True,Non local,1,469.99,22309.64276665,0.07,32.899300000000004,1561.6749936655
224,2,4,157,11,8,4,1,3,20160517,20160518,20160519,105,2.0,True,Non local,2,1680.99,79793.79645165,0.1,336.19800000000004,15958.759290330003
224,3,4,157,10,8,4,1,3,20160517,20160518,20160519,105,2.0,True,Non local,2,1549.0,73528.45091500001,0.2,619.6,29411.380366000005
224,4,4,157,25,1,2,1,3,20160517,20160518,20160519,105,2.0,True,Non local,1,499.99,23733.692816650004,0.05,24.9995,1186.6846408325002
225,1,4,307,21,1,1,1,3,20160517,20160520,20160519,46,2.0,False,Non local,1,269.99,12815.97576665,0.1,26.999000000000002,1281.5975766650001
225,2,4,307,9,9,5,1,3,20160517,20160520,20160519,46,2.0,False,Non local,1,2999.99,142404.53031665,0.1,299.99899999999997,14240.453031665
226,1,4,501,2,5,6,1,2,20160517,20160519,20160520,83,3.0,True,Non local,1,749.99,35600.776566650005,0.05,37.499500000000005,1780.0388283325003
227,1,4,489,3,8,6,2,7,20160517,20160518,20160520,74,3.0,True,Non local,2,999.99,47467.86031665,0.05,99.99900000000001,4746.786031665
227,2,4,489,15,1,3,2,7,20160517,20160518,20160520,74,3.0,True,Non local,2,529.99,25157.74286665,0.1,105.998,5031.548573330001
228,1,4,615,25,1,2,2,7,20160517,20160520,20160520,184,3.0,False,Non local,1,499.99,23733.692816650004,0.2,99.998,4746.738563330001
