order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,extracted_date,data_source
278,1301,4,2016-06-20,2016-06-23,2016-06-21,1,3,2025-11-24 02:06:42,mysql_database
279,378,4,2016-06-21,2016-06-22,2016-06-22,2,6,2025-11-24 02:06:42,mysql_database
280,638,4,2016-06-21,2016-06-22,2016-06-23,2,7,2025-11-24 02:06:42,mysql_database
281,800,4,2016-06-21,2016-06-22,2016-06-23,2,7,2025-11-24 02:06:42,mysql_database
282,159,4,2016-06-22,2016-06-25,2016-06-25,3,9,2025-11-24 02:06:42,mysql_database
283,181,4,2016-06-23,2016-06-26,2016-06-26,1,2,2025-11-24 02:06:42,mysql_database
284,1356,4,2016-06-23,2016-06-25,2016-06-25,2,7,2025-11-24 02:06:42,mysql_database
285,319,4,2016-06-25,2016-06-26,2016-06-27,1,2,2025-11-24 02:06:42,mysql_database
286,59,4,2016-06-25,2016-06-26,2016-06-26,2,6,2025-11-24 02:06:42,mysql_database
287,133,4,2016-06-25,2016-06-26,2016-06-27,2,6,2025-11-24 02:06:42,mysql_database
288,780,4,2016-06-25,2016-06-28,2016-06-28,2,6,2025-11-24 02:06:42,mysql_database
289,849,4,2016-06-27,2016-06-28,2016-06-30,2,6,2025-11-24 02:06:42,mysql_database
290,202,4,2016-06-28,2016-06-29,2016-06-30,2,6,2025-11-24 02:06:42,mysql_database
291,158,4,2016-06-29,2016-06-30,2016-07-01,2,6,2025-11-24 02:06:42,mysql_database
292,360,4,2016-06-29,2016-06-30,2016-07-02,3,9,2025-11-24 02:06:42,mysql_database
293,573,4,2016-06-30,2016-07-03,2016-07-02,2,7,2025-11-24 02:06:42,mysql_database
294,732,4,2016-07-01,2016-07-02,2016-07-02,2,7,2025-11-24 02:06:42,mysql_database
295,1130,4,2016-07-01,2016-07-04,2016-07-04,2,7,2025-11-24 02:06:42,mysql_database
296,1245,4,2016-07-04,2016-07-07,2016-07-06,2,6,2025-11-24 02:06:42,mysql_database
297,1425,4,2016-07-04,2016-07-05,2016-07-06,2,7,2025-11-24 02:06:42,mysql_database
298,885,4,2016-07-04,2016-07-07,2016-07-07,3,9,2025-11-24 02:06:42,mysql_database
299,281,4,2016-07-05,2016-07-06,2016-07-07,2,6,2025-11-24 02:06:42,mysql_database
300,1205,4,2016-07-05,2016-07-08,2016-07-08,2,6,2025-11-24 02:06:42,mysql_database
301,17,4,2016-07-06,2016-07-09,2016-07-08,2,6,2025-11-24 02:06:42,mysql_database
302,1375,4,2016-07-06,2016-07-07,2016-07-09,2,6,2025-11-24 02:06:42,mysql_database
303,36,4,2016-07-07,2016-07-08,2016-07-09,2,7,2025-11-24 02:06:42,mysql_database
304,230,4,2016-07-07,2016-07-08,2016-07-08,2,6,2025-11-24 02:06:42,mysql_database
305,705,4,2016-07-07,2016-07-08,2016-07-08,2,7,2025-11-24 02:06:42,mysql_database
306,424,4,2016-07-09,2016-07-10,2016-07-12,2,7,2025-11-24 02:06:42,mysql_database
307,695,4,2016-07-09,2016-07-11,2016-07-11,2,6,2025-11-24 02:06:42,mysql_database
308,156,4,2016-07-11,2016-07-12,2016-07-14,2,6,2025-11-24 02:06:42,mysql_database
309,211,4,2016-07-11,2016-07-13,2016-07-13,2,6,2025-11-24 02:06:42,mysql_database
310,627,4,2016-07-12,2016-07-13,2016-07-13,1,2,2025-11-24 02:06:42,mysql_database
311,1400,4,2016-07-12,2016-07-14,2016-07-13,2,6,2025-11-24 02:06:42,mysql_database
312,299,4,2016-07-13,2016-07-15,2016-07-16,2,6,2025-11-24 02:06:42,mysql_database
313,565,4,2016-07-14,2016-07-15,2016-07-15,3,9,2025-11-24 02:06:42,mysql_database
314,1019,4,2016-07-15,2016-07-17,2016-07-17,2,7,2025-11-24 02:06:42,mysql_database
315,1263,4,2016-07-16,2016-07-19,2016-07-17,2,6,2025-11-24 02:06:42,mysql_database
316,670,4,2016-07-17,2016-07-20,2016-07-19,2,7,2025-11-24 02:06:42,mysql_database
317,795,4,2016-07-17,2016-07-20,2016-07-19,2,7,2025-11-24 02:06:42,mysql_database
318,1141,4,2016-07-17,2016-07-19,2016-07-20,2,7,2025-11-24 02:06:42,mysql_database
319,941,4,2016-07-18,2016-07-21,2016-07-21,2,6,2025-11-24 02:06:42,mysql_database
320,1428,4,2016-07-19,2016-07-20,2016-07-21,1,2,2025-11-24 02:06:42,mysql_database
321,568,4,2016-07-19,2016-07-22,2016-07-21,2,6,2025-11-24 02:06:42,mysql_database
322,924,4,2016-07-19,2016-07-22,2016-07-20,2,6,2025-11-24 02:06:42,mysql_database
323,1243,4,2016-07-19,2016-07-22,2016-07-21,2,6,2025-11-24 02:06:42,mysql_database
324,480,4,2016-07-20,2016-07-22,2016-07-23,2,6,2025-11-24 02:06:42,mysql_database
325,848,4,2016-07-20,2016-07-21,2016-07-21,2,6,2025-11-24 02:06:42,mysql_database
326,1337,4,2016-07-20,2016-07-21,2016-07-22,3,9,2025-11-24 02:06:42,mysql_database
327,83,4,2016-07-21,2016-07-24,2016-07-22,2,6,2025-11-24 02:06:42,mysql_database
328,528,4,2016-07-23,2016-07-26,2016-07-25,2,6,2025-11-24 02:06:42,mysql_database
329,274,4,2016-07-24,2016-07-27,2016-07-26,2,6,2025-11-24 02:06:42,mysql_database
330,622,4,2016-07-24,2016-07-27,2016-07-27,2,6,2025-11-24 02:06:42,mysql_database
331,642,4,2016-07-24,2016-07-26,2016-07-25,2,6,2025-11-24 02:06:42,mysql_database
332,659,4,2016-07-24,2016-07-26,2016-07-26,2,7,2025-11-24 02:06:42,mysql_database
333,779,4,2016-07-25,2016-07-27,2016-07-26,2,6,2025-11-24 02:06:42,mysql_database
334,1112,4,2016-07-25,2016-07-28,2016-07-27,2,7,2025-11-24 02:06:42,mysql_database
335,1193,4,2016-07-25,2016-07-27,2016-07-26,2,6,2025-11-24 02:06:42,mysql_database
336,1030,4,2016-07-26,2016-07-29,2016-07-27,2,7,2025-11-24 02:06:42,mysql_database
337,1252,4,2016-07-26,2016-07-27,2016-07-28,2,7,2025-11-24 02:06:42,mysql_database
338,1333,4,2016-07-28,2016-07-29,2016-07-30,1,3,2025-11-24 02:06:42,mysql_database
339,1110,4,2016-07-28,2016-07-31,2016-07-29,2,7,2025-11-24 02:06:42,mysql_database
340,963,4,2016-07-29,2016-07-30,2016-07-31,2,7,2025-11-24 02:06:42,mysql_database
341,1357,4,2016-07-31,2016-08-03,2016-08-01,1,3,2025-11-24 02:06:42,mysql_database
342,806,4,2016-07-31,2016-08-01,2016-08-03,2,7,2025-11-24 02:06:42,mysql_database
343,961,4,2016-07-31,2016-08-02,2016-08-01,2,7,2025-11-24 02:06:42,mysql_database
344,750,4,2016-08-01,2016-08-03,2016-08-02,2,6,2025-11-24 02:06:42,mysql_database
345,1299,4,2016-08-01,2016-08-04,2016-08-03,2,6,2025-11-24 02:06:42,mysql_database
346,584,4,2016-08-01,2016-08-03,2016-08-02,3,9,2025-11-24 02:06:42,mysql_database
347,1004,4,2016-08-02,2016-08-03,2016-08-05,2,6,2025-11-24 02:06:42,mysql_database
348,907,4,2016-08-02,2016-08-05,2016-08-04,3,9,2025-11-24 02:06:42,mysql_database
349,30,3,2016-08-03,2016-08-03,,1,3,2025-11-24 02:06:42,mysql_database
350,31,3,2016-08-03,2016-08-03,,1,3,2025-11-24 02:06:42,mysql_database
351,1307,4,2016-08-03,2016-08-06,2016-08-04,1,2,2025-11-24 02:06:42,mysql_database
352,16,4,2016-08-03,2016-08-04,2016-08-06,2,7,2025-11-24 02:06:42,mysql_database
353,1387,4,2016-08-03,2016-08-06,2016-08-06,2,7,2025-11-24 02:06:42,mysql_database
354,551,4,2016-08-03,2016-08-05,2016-08-06,3,8,2025-11-24 02:06:42,mysql_database
355,1011,4,2016-08-03,2016-08-05,2016-08-05,3,8,2025-11-24 02:06:42,mysql_database
356,1189,4,2016-08-04,2016-08-07,2016-08-06,2,6,2025-11-24 02:06:42,mysql_database
357,14,3,2016-08-05,2016-08-05,,3,8,2025-11-24 02:06:42,mysql_database
358,1042,4,2016-08-05,2016-08-07,2016-08-07,2,7,2025-11-24 02:06:42,mysql_database
359,441,4,2016-08-07,2016-08-10,2016-08-10,2,7,2025-11-24 02:06:42,mysql_database
360,1300,4,2016-08-07,2016-08-09,2016-08-10,2,6,2025-11-24 02:06:42,mysql_database
361,994,4,2016-08-08,2016-08-09,2016-08-11,2,6,2025-11-24 02:06:42,mysql_database
362,187,4,2016-08-09,2016-08-11,2016-08-11,1,2,2025-11-24 02:06:42,mysql_database
363,834,4,2016-08-11,2016-08-12,2016-08-13,3,8,2025-11-24 02:06:42,mysql_database
364,373,4,2016-08-12,2016-08-14,2016-08-13,2,6,2025-11-24 02:06:42,mysql_database
365,981,4,2016-08-13,2016-08-14,2016-08-15,2,6,2025-11-24 02:06:42,mysql_database
366,1054,4,2016-08-13,2016-08-14,2016-08-14,3,9,2025-11-24 02:06:42,mysql_database
367,527,4,2016-08-14,2016-08-15,2016-08-15,2,7,2025-11-24 02:06:42,mysql_database
368,995,4,2016-08-14,2016-08-15,2016-08-17,2,7,2025-11-24 02:06:42,mysql_database
369,1285,4,2016-08-15,2016-08-18,2016-08-18,1,3,2025-11-24 02:06:42,mysql_database
370,758,4,2016-08-15,2016-08-18,2016-08-18,2,7,2025-11-24 02:06:42,mysql_database
371,891,4,2016-08-15,2016-08-16,2016-08-18,2,7,2025-11-24 02:06:42,mysql_database
372,132,4,2016-08-16,2016-08-18,2016-08-18,2,6,2025-11-24 02:06:42,mysql_database
373,337,4,2016-08-16,2016-08-19,2016-08-17,2,7,2025-11-24 02:06:42,mysql_database
374,1313,4,2016-08-17,2016-08-19,2016-08-18,1,2,2025-11-24 02:06:42,mysql_database
375,536,4,2016-08-17,2016-08-20,2016-08-20,2,7,2025-11-24 02:06:42,mysql_database
376,825,4,2016-08-17,2016-08-19,2016-08-18,2,6,2025-11-24 02:06:42,mysql_database
377,1355,4,2016-08-17,2016-08-19,2016-08-20,2,6,2025-11-24 02:06:42,mysql_database
378,475,4,2016-08-17,2016-08-20,2016-08-20,3,9,2025-11-24 02:06:42,mysql_database
379,954,4,2016-08-18,2016-08-21,2016-08-21,2,7,2025-11-24 02:06:42,mysql_database
380,1156,4,2016-08-19,2016-08-20,2016-08-21,2,7,2025-11-24 02:06:42,mysql_database
381,1297,4,2016-08-19,2016-08-21,2016-08-21,2,7,2025-11-24 02:06:42,mysql_database
382,199,4,2016-08-20,2016-08-23,2016-08-23,2,6,2025-11-24 02:06:42,mysql_database
383,331,4,2016-08-20,2016-08-23,2016-08-22,2,7,2025-11-24 02:06:42,mysql_database
384,410,4,2016-08-20,2016-08-22,2016-08-23,2,7,2025-11-24 02:06:42,mysql_database
385,1274,4,2016-08-20,2016-08-23,2016-08-22,2,7,2025-11-24 02:06:42,mysql_database
386,1362,4,2016-08-20,2016-08-23,2016-08-23,2,6,2025-11-24 02:06:42,mysql_database
387,451,4,2016-08-20,2016-08-21,2016-08-21,3,8,2025-11-24 02:06:42,mysql_database
388,1080,4,2016-08-21,2016-08-24,2016-08-23,3,8,2025-11-24 02:06:42,mysql_database
389,53,4,2016-08-22,2016-08-24,2016-08-25,1,3,2025-11-24 02:06:42,mysql_database
390,576,4,2016-08-22,2016-08-24,2016-08-25,3,9,2025-11-24 02:06:42,mysql_database
391,61,3,2016-08-23,2016-08-23,,3,9,2025-11-24 02:06:42,mysql_database
392,176,4,2016-08-23,2016-08-26,2016-08-24,1,3,2025-11-24 02:06:42,mysql_database
393,368,4,2016-08-25,2016-08-26,2016-08-27,2,6,2025-11-24 02:06:42,mysql_database
394,522,4,2016-08-26,2016-08-28,2016-08-29,1,3,2025-11-24 02:06:42,mysql_database
395,144,4,2016-08-26,2016-08-27,2016-08-29,2,6,2025-11-24 02:06:42,mysql_database
396,542,4,2016-08-27,2016-08-30,2016-08-29,2,6,2025-11-24 02:06:42,mysql_database
397,1437,4,2016-08-28,2016-08-31,2016-08-29,2,7,2025-11-24 02:06:42,mysql_database
398,447,4,2016-08-29,2016-08-30,2016-09-01,1,2,2025-11-24 02:06:42,mysql_database
399,1001,4,2016-08-29,2016-09-01,2016-09-01,2,7,2025-11-24 02:06:42,mysql_database
400,1295,4,2016-08-29,2016-08-30,2016-08-31,2,6,2025-11-24 02:06:42,mysql_database
401,103,4,2016-08-30,2016-09-02,2016-09-01,2,6,2025-11-24 02:06:42,mysql_database
402,1335,4,2016-08-30,2016-09-01,2016-08-31,2,6,2025-11-24 02:06:42,mysql_database
403,578,4,2016-08-31,2016-09-01,2016-09-02,1,3,2025-11-24 02:06:42,mysql_database
404,396,4,2016-08-31,2016-09-03,2016-09-01,2,7,2025-11-24 02:06:42,mysql_database
405,603,4,2016-08-31,2016-09-01,2016-09-01,2,6,2025-11-24 02:06:42,mysql_database
406,1380,4,2016-08-31,2016-09-02,2016-09-01,2,7,2025-11-24 02:06:42,mysql_database
407,77,3,2016-09-01,2016-09-01,,3,8,2025-11-24 02:06:42,mysql_database
408,1071,4,2016-09-01,2016-09-02,2016-09-02,1,2,2025-11-24 02:06:42,mysql_database
409,416,4,2016-09-01,2016-09-04,2016-09-04,2,7,2025-11-24 02:06:42,mysql_database
410,1151,4,2016-09-01,2016-09-03,2016-09-02,2,6,2025-11-24 02:06:42,mysql_database
411,261,4,2016-09-02,2016-09-04,2016-09-04,1,3,2025-11-24 02:06:42,mysql_database
412,1202,4,2016-09-02,2016-09-04,2016-09-04,1,3,2025-11-24 02:06:42,mysql_database
413,717,4,2016-09-02,2016-09-05,2016-09-03,2,6,2025-11-24 02:06:42,mysql_database
414,917,4,2016-09-03,2016-09-06,2016-09-06,2,7,2025-11-24 02:06:42,mysql_database
415,1265,4,2016-09-03,2016-09-06,2016-09-06,2,7,2025-11-24 02:06:42,mysql_database
416,1377,4,2016-09-03,2016-09-04,2016-09-06,2,7,2025-11-24 02:06:42,mysql_database
417,359,4,2016-09-04,2016-09-05,2016-09-06,1,3,2025-11-24 02:06:42,mysql_database
418,88,4,2016-09-04,2016-09-05,2016-09-05,2,6,2025-11-24 02:06:42,mysql_database
419,14,4,2016-09-04,2016-09-07,2016-09-06,3,8,2025-11-24 02:06:42,mysql_database
420,72,4,2016-09-05,2016-09-06,2016-09-07,1,3,2025-11-24 02:06:42,mysql_database
421,240,4,2016-09-05,2016-09-06,2016-09-08,1,3,2025-11-24 02:06:42,mysql_database
422,398,4,2016-09-06,2016-09-07,2016-09-09,2,6,2025-11-24 02:06:42,mysql_database
423,1397,4,2016-09-06,2016-09-09,2016-09-09,2,7,2025-11-24 02:06:42,mysql_database
424,67,4,2016-09-08,2016-09-11,2016-09-11,1,3,2025-11-24 02:06:42,mysql_database
425,843,4,2016-09-08,2016-09-11,2016-09-11,2,6,2025-11-24 02:06:42,mysql_database
426,944,4,2016-09-08,2016-09-10,2016-09-10,2,6,2025-11-24 02:06:42,mysql_database
427,434,4,2016-09-09,2016-09-10,2016-09-11,1,2,2025-11-24 02:06:42,mysql_database
428,1039,4,2016-09-09,2016-09-12,2016-09-10,2,6,2025-11-24 02:06:42,mysql_database
429,153,4,2016-09-10,2016-09-12,2016-09-12,3,8,2025-11-24 02:06:42,mysql_database
430,272,4,2016-09-11,2016-09-13,2016-09-12,2,6,2025-11-24 02:06:42,mysql_database
431,1217,4,2016-09-11,2016-09-12,2016-09-12,2,6,2025-11-24 02:06:42,mysql_database
432,169,4,2016-09-12,2016-09-15,2016-09-14,1,2,2025-11-24 02:06:42,mysql_database
433,1062,4,2016-09-12,2016-09-15,2016-09-13,2,6,2025-11-24 02:06:42,mysql_database
434,726,4,2016-09-13,2016-09-15,2016-09-14,2,6,2025-11-24 02:06:42,mysql_database
435,77,4,2016-09-14,2016-09-15,2016-09-16,3,9,2025-11-24 02:06:42,mysql_database
436,791,4,2016-09-16,2016-09-19,2016-09-19,2,7,2025-11-24 02:06:42,mysql_database
437,1085,4,2016-09-16,2016-09-18,2016-09-18,2,7,2025-11-24 02:06:42,mysql_database
438,314,4,2016-09-16,2016-09-19,2016-09-18,3,8,2025-11-24 02:06:42,mysql_database
439,149,4,2016-09-17,2016-09-20,2016-09-18,2,6,2025-11-24 02:06:42,mysql_database
440,882,4,2016-09-17,2016-09-18,2016-09-19,2,7,2025-11-24 02:06:42,mysql_database
441,704,4,2016-09-18,2016-09-19,2016-09-19,1,2,2025-11-24 02:06:42,mysql_database
442,667,4,2016-09-18,2016-09-21,2016-09-21,2,7,2025-11-24 02:06:42,mysql_database
443,1371,4,2016-09-18,2016-09-19,2016-09-20,2,6,2025-11-24 02:06:42,mysql_database
444,30,4,2016-09-19,2016-09-20,2016-09-21,1,2,2025-11-24 02:06:42,mysql_database
445,362,4,2016-09-19,2016-09-22,2016-09-22,2,6,2025-11-24 02:06:42,mysql_database
446,399,4,2016-09-19,2016-09-21,2016-09-20,2,7,2025-11-24 02:06:42,mysql_database
447,808,4,2016-09-20,2016-09-23,2016-09-22,3,8,2025-11-24 02:06:42,mysql_database
448,101,4,2016-09-21,2016-09-22,2016-09-24,2,6,2025-11-24 02:06:42,mysql_database
449,492,4,2016-09-21,2016-09-24,2016-09-22,2,7,2025-11-24 02:06:42,mysql_database
450,575,4,2016-09-21,2016-09-24,2016-09-23,2,7,2025-11-24 02:06:42,mysql_database
451,1146,4,2016-09-21,2016-09-23,2016-09-22,2,7,2025-11-24 02:06:42,mysql_database
452,997,4,2016-09-22,2016-09-23,2016-09-24,2,7,2025-11-24 02:06:42,mysql_database
453,1028,4,2016-09-22,2016-09-24,2016-09-25,2,7,2025-11-24 02:06:42,mysql_database
454,988,4,2016-09-23,2016-09-25,2016-09-26,2,6,2025-11-24 02:06:42,mysql_database
455,1055,4,2016-09-23,2016-09-24,2016-09-24,2,7,2025-11-24 02:06:42,mysql_database
456,1061,4,2016-09-23,2016-09-26,2016-09-25,3,9,2025-11-24 02:06:42,mysql_database
457,1349,4,2016-09-24,2016-09-27,2016-09-27,1,3,2025-11-24 02:06:42,mysql_database
458,197,4,2016-09-25,2016-09-28,2016-09-26,2,6,2025-11-24 02:06:42,mysql_database
459,874,4,2016-09-25,2016-09-28,2016-09-26,2,6,2025-11-24 02:06:42,mysql_database
460,691,4,2016-09-25,2016-09-27,2016-09-26,3,8,2025-11-24 02:06:42,mysql_database
461,853,4,2016-09-26,2016-09-27,2016-09-27,2,7,2025-11-24 02:06:42,mysql_database
462,852,4,2016-09-27,2016-09-28,2016-09-29,2,6,2025-11-24 02:06:42,mysql_database
463,964,4,2016-09-27,2016-09-28,2016-09-28,3,8,2025-11-24 02:06:42,mysql_database
464,74,4,2016-09-28,2016-09-30,2016-09-29,2,7,2025-11-24 02:06:42,mysql_database
465,1198,4,2016-09-28,2016-10-01,2016-10-01,2,6,2025-11-24 02:06:42,mysql_database
466,1440,4,2016-09-28,2016-09-29,2016-10-01,2,7,2025-11-24 02:06:42,mysql_database
467,555,4,2016-09-28,2016-09-30,2016-09-30,3,8,2025-11-24 02:06:42,mysql_database
468,1261,4,2016-09-29,2016-10-02,2016-09-30,1,3,2025-11-24 02:06:42,mysql_database
469,1089,4,2016-09-29,2016-10-02,2016-10-02,2,7,2025-11-24 02:06:42,mysql_database
470,641,4,2016-09-30,2016-10-02,2016-10-02,1,3,2025-11-24 02:06:42,mysql_database
471,697,4,2016-09-30,2016-10-02,2016-10-01,1,3,2025-11-24 02:06:42,mysql_database
472,468,4,2016-09-30,2016-10-01,2016-10-01,2,7,2025-11-24 02:06:42,mysql_database
473,549,4,2016-09-30,2016-10-02,2016-10-03,2,7,2025-11-24 02:06:42,mysql_database
474,553,4,2016-10-01,2016-10-04,2016-10-04,1,3,2025-11-24 02:06:42,mysql_database
475,241,4,2016-10-01,2016-10-04,2016-10-03,2,7,2025-11-24 02:06:42,mysql_database
476,559,4,2016-10-01,2016-10-04,2016-10-02,2,6,2025-11-24 02:06:42,mysql_database
477,449,4,2016-10-02,2016-10-05,2016-10-04,1,2,2025-11-24 02:06:42,mysql_database
478,304,4,2016-10-02,2016-10-05,2016-10-03,2,7,2025-11-24 02:06:42,mysql_database
479,984,4,2016-10-03,2016-10-04,2016-10-04,2,6,2025-11-24 02:06:42,mysql_database
480,686,4,2016-10-04,2016-10-07,2016-10-05,1,3,2025-11-24 02:06:42,mysql_database
481,481,4,2016-10-04,2016-10-07,2016-10-06,3,9,2025-11-24 02:06:42,mysql_database
482,513,4,2016-10-05,2016-10-06,2016-10-06,2,6,2025-11-24 02:06:42,mysql_database
483,703,4,2016-10-06,2016-10-07,2016-10-09,1,2,2025-11-24 02:06:42,mysql_database
484,421,4,2016-10-06,2016-10-09,2016-10-07,2,7,2025-11-24 02:06:42,mysql_database
485,465,4,2016-10-06,2016-10-08,2016-10-07,2,7,2025-11-24 02:06:42,mysql_database
486,709,4,2016-10-06,2016-10-08,2016-10-09,2,7,2025-11-24 02:06:42,mysql_database
487,827,4,2016-10-06,2016-10-09,2016-10-09,2,6,2025-11-24 02:06:42,mysql_database
488,921,4,2016-10-06,2016-10-09,2016-10-08,2,6,2025-11-24 02:06:42,mysql_database
489,899,4,2016-10-06,2016-10-08,2016-10-08,3,8,2025-11-24 02:06:42,mysql_database
490,876,4,2016-10-07,2016-10-10,2016-10-09,2,6,2025-11-24 02:06:42,mysql_database
491,1048,4,2016-10-08,2016-10-10,2016-10-11,1,2,2025-11-24 02:06:42,mysql_database
492,191,4,2016-10-09,2016-10-10,2016-10-12,1,2,2025-11-24 02:06:42,mysql_database
493,796,4,2016-10-09,2016-10-12,2016-10-11,1,3,2025-11-24 02:06:42,mysql_database
494,875,4,2016-10-09,2016-10-10,2016-10-11,2,6,2025-11-24 02:06:42,mysql_database
495,712,4,2016-10-10,2016-10-12,2016-10-13,1,3,2025-11-24 02:06:42,mysql_database
496,193,4,2016-10-10,2016-10-12,2016-10-11,2,6,2025-11-24 02:06:42,mysql_database
497,785,4,2016-10-10,2016-10-11,2016-10-11,2,6,2025-11-24 02:06:42,mysql_database
498,1331,4,2016-10-10,2016-10-12,2016-10-11,2,6,2025-11-24 02:06:42,mysql_database
499,260,4,2016-10-11,2016-10-14,2016-10-13,1,2,2025-11-24 02:06:42,mysql_database
500,148,4,2016-10-11,2016-10-12,2016-10-13,2,6,2025-11-24 02:06:42,mysql_database
501,977,4,2016-10-11,2016-10-12,2016-10-13,2,7,2025-11-24 02:06:42,mysql_database
502,401,4,2016-10-12,2016-10-13,2016-10-13,3,9,2025-11-24 02:06:42,mysql_database
503,932,4,2016-10-13,2016-10-16,2016-10-14,2,6,2025-11-24 02:06:42,mysql_database
504,1381,4,2016-10-14,2016-10-15,2016-10-15,1,2,2025-11-24 02:06:42,mysql_database
505,721,4,2016-10-14,2016-10-16,2016-10-17,2,6,2025-11-24 02:06:42,mysql_database
506,831,4,2016-10-14,2016-10-16,2016-10-16,2,6,2025-11-24 02:06:42,mysql_database
507,1378,4,2016-10-15,2016-10-17,2016-10-17,1,3,2025-11-24 02:06:42,mysql_database
508,1359,4,2016-10-15,2016-10-18,2016-10-18,2,6,2025-11-24 02:06:42,mysql_database
509,235,4,2016-10-16,2016-10-17,2016-10-17,2,7,2025-11-24 02:06:42,mysql_database
510,586,4,2016-10-17,2016-10-18,2016-10-18,2,7,2025-11-24 02:06:42,mysql_database
511,377,4,2016-10-18,2016-10-20,2016-10-19,2,7,2025-11-24 02:06:42,mysql_database
512,8,4,2016-10-19,2016-10-22,2016-10-20,2,7,2025-11-24 02:06:42,mysql_database
513,155,4,2016-10-19,2016-10-21,2016-10-21,2,6,2025-11-24 02:06:42,mysql_database
514,927,4,2016-10-19,2016-10-21,2016-10-20,2,7,2025-11-24 02:06:42,mysql_database
515,986,4,2016-10-19,2016-10-20,2016-10-22,2,6,2025-11-24 02:06:42,mysql_database
516,111,4,2016-10-21,2016-10-23,2016-10-24,2,6,2025-11-24 02:06:42,mysql_database
517,613,4,2016-10-21,2016-10-22,2016-10-24,2,6,2025-11-24 02:06:42,mysql_database
518,1374,4,2016-10-22,2016-10-24,2016-10-25,1,2,2025-11-24 02:06:42,mysql_database
519,54,4,2016-10-22,2016-10-23,2016-10-24,2,7,2025-11-24 02:06:42,mysql_database
520,639,4,2016-10-23,2016-10-26,2016-10-24,2,7,2025-11-24 02:06:42,mysql_database
521,664,4,2016-10-23,2016-10-25,2016-10-25,2,6,2025-11-24 02:06:42,mysql_database
522,724,4,2016-10-23,2016-10-24,2016-10-24,2,7,2025-11-24 02:06:42,mysql_database
523,1056,4,2016-10-24,2016-10-26,2016-10-27,2,6,2025-11-24 02:06:42,mysql_database
524,569,4,2016-10-25,2016-10-26,2016-10-27,1,2,2025-11-24 02:06:42,mysql_database
525,1315,4,2016-10-26,2016-10-28,2016-10-29,1,3,2025-11-24 02:06:42,mysql_database
526,1096,4,2016-10-26,2016-10-28,2016-10-28,2,6,2025-11-24 02:06:42,mysql_database
527,506,4,2016-10-27,2016-10-29,2016-10-28,1,2,2025-11-24 02:06:42,mysql_database
528,676,4,2016-10-28,2016-10-31,2016-10-31,2,7,2025-11-24 02:06:42,mysql_database
529,753,4,2016-10-28,2016-10-30,2016-10-31,2,7,2025-11-24 02:06:42,mysql_database
530,773,4,2016-10-28,2016-10-31,2016-10-31,2,6,2025-11-24 02:06:42,mysql_database
531,116,4,2016-10-28,2016-10-29,2016-10-30,3,8,2025-11-24 02:06:42,mysql_database
532,817,4,2016-10-29,2016-10-31,2016-10-30,2,7,2025-11-24 02:06:42,mysql_database
533,1334,4,2016-10-29,2016-11-01,2016-11-01,2,6,2025-11-24 02:06:42,mysql_database
534,1406,4,2016-10-29,2016-10-30,2016-10-31,2,7,2025-11-24 02:06:42,mysql_database
535,835,4,2016-10-29,2016-10-31,2016-11-01,3,9,2025-11-24 02:06:42,mysql_database
536,759,4,2016-10-31,2016-11-02,2016-11-01,1,3,2025-11-24 02:06:42,mysql_database
537,1353,4,2016-10-31,2016-11-01,2016-11-03,1,2,2025-11-24 02:06:42,mysql_database
538,341,4,2016-11-02,2016-11-05,2016-11-05,2,6,2025-11-24 02:06:42,mysql_database
539,1144,4,2016-11-02,2016-11-04,2016-11-03,2,7,2025-11-24 02:06:42,mysql_database
540,1429,4,2016-11-03,2016-11-05,2016-11-06,1,3,2025-11-24 02:06:42,mysql_database
541,1228,4,2016-11-04,2016-11-07,2016-11-07,1,3,2025-11-24 02:06:42,mysql_database
542,313,4,2016-11-04,2016-11-06,2016-11-05,2,7,2025-11-24 02:06:42,mysql_database
543,62,4,2016-11-06,2016-11-09,2016-11-08,2,6,2025-11-24 02:06:42,mysql_database
544,321,4,2016-11-06,2016-11-07,2016-11-08,2,7,2025-11-24 02:06:42,mysql_database
545,1108,4,2016-11-08,2016-11-10,2016-11-09,3,9,2025-11-24 02:06:42,mysql_database
546,470,4,2016-11-09,2016-11-12,2016-11-10,2,7,2025-11-24 02:06:42,mysql_database
547,20,4,2016-11-09,2016-11-11,2016-11-10,3,8,2025-11-24 02:06:42,mysql_database
548,739,4,2016-11-11,2016-11-13,2016-11-13,2,7,2025-11-24 02:06:42,mysql_database
549,64,3,2016-11-12,2016-11-12,,3,9,2025-11-24 02:06:42,mysql_database
550,892,4,2016-11-12,2016-11-14,2016-11-15,2,7,2025-11-24 02:06:42,mysql_database
551,1169,4,2016-11-12,2016-11-13,2016-11-13,2,6,2025-11-24 02:06:42,mysql_database
552,1282,4,2016-11-12,2016-11-15,2016-11-13,2,7,2025-11-24 02:06:42,mysql_database
553,913,4,2016-11-12,2016-11-13,2016-11-15,3,9,2025-11-24 02:06:42,mysql_database
554,104,4,2016-11-13,2016-11-14,2016-11-16,1,3,2025-11-24 02:06:42,mysql_database
555,212,4,2016-11-13,2016-11-14,2016-11-16,2,7,2025-11-24 02:06:42,mysql_database
