order_item_id,order_id,item_id,order_status,brand_id,customer_id,category_id,store_id,staff_id,product_id,required_date,shipped_date,order_date,region_id,latency_days,Late_Deliveries,Locality_Flag,quantity,list_price,local_price,discount,total_amount_US,total_amount_EG
470,168,3,4,1,1147,3,1,3,12,20160412,20160411.0,20160409,179,2.0,0,Non local,2,549.99,26107.11,0.07,77.0,3655.0
471,168,4,4,1,1147,1,1,3,22,20160412,20160411.0,20160409,179,2.0,0,Non local,2,269.99,12815.98,0.2,108.0,5126.39
472,169,1,4,1,99,3,2,7,20,20160411,20160411.0,20160410,10,1.0,0,Non local,2,599.99,28480.53,0.1,120.0,5696.11
473,169,2,4,3,99,6,2,7,5,20160411,20160411.0,20160410,10,1.0,0,Non local,1,1320.99,62705.2,0.05,66.05,3135.26
474,169,3,4,8,99,4,2,7,10,20160411,20160411.0,20160410,10,1.0,0,Non local,1,1549.0,73528.45,0.2,309.8,14705.69
475,169,4,4,8,99,4,2,7,11,20160411,20160411.0,20160410,10,1.0,0,Non local,1,1680.99,79793.8,0.2,336.2,15958.76
476,169,5,4,1,99,3,2,7,14,20160411,20160411.0,20160410,10,1.0,0,Non local,2,269.99,12815.98,0.05,27.0,1281.6
477,170,1,4,1,1200,3,2,7,12,20160411,20160413.0,20160410,9,3.0,1,Non local,2,549.99,26107.11,0.1,110.0,5221.42
478,170,2,4,1,1200,2,2,7,24,20160411,20160413.0,20160410,9,3.0,1,Non local,1,549.99,26107.11,0.05,27.5,1305.36
479,170,3,4,9,1200,6,2,7,7,20160411,20160413.0,20160410,9,3.0,1,Non local,1,3999.99,189872.87,0.2,800.0,37974.57
480,170,4,4,4,1200,3,2,7,18,20160411,20160413.0,20160410,9,3.0,1,Non local,2,449.0,21313.28,0.05,44.9,2131.33
481,171,1,4,9,237,6,1,3,8,20160414,20160414.0,20160411,105,3.0,0,Non local,1,1799.99,85442.53,0.05,90.0,4272.13
482,172,1,4,1,1079,1,2,7,23,20160412,20160414.0,20160411,81,3.0,1,Non local,1,299.99,14240.03,0.07,21.0,996.8
483,172,2,4,1,1079,3,2,7,16,20160412,20160414.0,20160411,81,3.0,1,Non local,1,599.99,28480.53,0.2,120.0,5696.11
484,173,1,4,1,117,3,3,8,14,20160414,20160413.0,20160411,19,2.0,0,Non local,1,269.99,12815.98,0.05,13.5,640.8
485,173,2,4,1,117,3,3,8,16,20160414,20160413.0,20160411,19,2.0,0,Non local,1,599.99,28480.53,0.2,120.0,5696.11
486,173,3,4,1,117,3,3,8,20,20160414,20160413.0,20160411,19,2.0,0,Non local,2,599.99,28480.53,0.05,60.0,2848.05
487,174,1,4,1,1361,1,2,7,22,20160413,20160415.0,20160412,195,3.0,1,Non local,2,269.99,12815.98,0.2,108.0,5126.39
488,174,2,4,4,1361,3,2,7,19,20160413,20160415.0,20160412,195,3.0,1,Non local,2,449.0,21313.28,0.1,89.8,4262.66
489,175,1,4,3,951,6,2,6,5,20160414,20160414.0,20160413,17,1.0,0,Non local,1,1320.99,62705.2,0.1,132.1,6270.52
490,175,2,4,5,951,6,2,6,2,20160414,20160414.0,20160413,17,1.0,0,Non local,2,749.99,35600.78,0.2,300.0,14240.31
491,175,3,4,1,951,1,2,6,21,20160414,20160414.0,20160413,17,1.0,0,Non local,2,269.99,12815.98,0.1,54.0,2563.2
492,175,4,4,4,951,3,2,6,19,20160414,20160414.0,20160413,17,1.0,0,Non local,1,449.0,21313.28,0.07,31.43,1491.93
493,176,1,4,5,643,6,2,7,2,20160416,20160417.0,20160415,81,2.0,1,Non local,2,749.99,35600.78,0.07,105.0,4984.11
494,176,2,4,8,643,4,2,7,11,20160416,20160417.0,20160415,81,2.0,1,Non local,2,1680.99,79793.8,0.2,672.4,31917.52
495,176,3,4,1,643,3,2,7,16,20160416,20160417.0,20160415,81,2.0,1,Non local,2,599.99,28480.53,0.05,60.0,2848.05
496,177,1,4,1,121,3,1,2,20,20160419,20160419.0,20160416,31,3.0,0,Non local,2,599.99,28480.53,0.1,120.0,5696.11
497,178,1,4,8,756,4,2,6,10,20160417,20160418.0,20160416,188,2.0,1,Non local,2,1549.0,73528.45,0.2,619.6,29411.38
498,178,2,4,1,756,3,2,6,12,20160417,20160418.0,20160416,188,2.0,1,Non local,1,549.99,26107.11,0.05,27.5,1305.36
499,178,3,4,8,756,6,2,6,3,20160417,20160418.0,20160416,188,2.0,1,Non local,1,999.99,47467.86,0.1,100.0,4746.79
500,178,4,4,4,756,3,2,6,18,20160417,20160418.0,20160416,188,2.0,1,Non local,1,449.0,21313.28,0.07,31.43,1491.93
501,179,1,4,1,616,3,2,6,13,20160419,20160419.0,20160417,74,2.0,0,Non local,2,269.99,12815.98,0.05,27.0,1281.6
502,179,2,4,1,616,2,2,6,26,20160419,20160419.0,20160417,74,2.0,0,Non local,1,599.99,28480.53,0.1,60.0,2848.05
503,179,3,4,4,616,3,2,6,18,20160419,20160419.0,20160417,74,2.0,0,Non local,1,449.0,21313.28,0.2,89.8,4262.66
504,179,4,4,1,616,3,2,6,12,20160419,20160419.0,20160417,74,2.0,0,Non local,2,549.99,26107.11,0.2,220.0,10442.84
505,179,5,4,1,616,3,2,6,20,20160419,20160419.0,20160417,74,2.0,0,Non local,2,599.99,28480.53,0.1,120.0,5696.11
506,180,1,4,1,918,3,2,7,16,20160420,20160419.0,20160417,99,2.0,0,Non local,1,599.99,28480.53,0.07,42.0,1993.64
507,181,1,4,8,459,4,1,3,10,20160420,20160420.0,20160418,170,2.0,0,Non local,1,1549.0,73528.45,0.05,77.45,3676.42
508,181,2,4,8,459,4,1,3,11,20160420,20160420.0,20160418,170,2.0,0,Non local,1,1680.99,79793.8,0.1,168.1,7979.38
509,181,3,4,1,459,3,1,3,15,20160420,20160420.0,20160418,170,2.0,0,Non local,2,529.99,25157.74,0.2,212.0,10063.1
510,181,4,4,1,459,2,1,3,24,20160420,20160420.0,20160418,170,2.0,0,Non local,2,549.99,26107.11,0.05,55.0,2610.71
511,182,1,4,1,854,2,2,6,25,20160419,20160420.0,20160418,16,2.0,1,Non local,2,499.99,23733.69,0.05,50.0,2373.37
512,182,2,4,1,854,2,2,6,24,20160419,20160420.0,20160418,16,2.0,1,Non local,2,549.99,26107.11,0.07,77.0,3655.0
513,183,1,4,8,22,4,2,7,11,20160420,20160420.0,20160419,21,1.0,0,Non local,2,1680.99,79793.8,0.2,672.4,31917.52
514,183,2,4,1,22,3,2,7,12,20160420,20160420.0,20160419,21,1.0,0,Non local,2,549.99,26107.11,0.05,55.0,2610.71
515,183,3,4,4,22,3,2,7,19,20160420,20160420.0,20160419,21,1.0,0,Non local,1,449.0,21313.28,0.07,31.43,1491.93
516,183,4,4,4,22,3,2,7,17,20160420,20160420.0,20160419,21,1.0,0,Non local,1,429.0,20363.92,0.07,30.03,1425.47
517,184,1,4,9,134,6,2,7,4,20160421,20160422.0,20160419,12,3.0,1,Non local,1,2899.99,137657.7,0.2,580.0,27531.54
518,184,2,4,3,134,6,2,7,5,20160421,20160422.0,20160419,12,3.0,1,Non local,1,1320.99,62705.2,0.1,132.1,6270.52
519,184,3,4,1,134,3,2,7,14,20160421,20160422.0,20160419,12,3.0,1,Non local,1,269.99,12815.98,0.1,27.0,1281.6
520,185,1,3,1,24,3,1,2,20,20160420,,20160420,23,,0,Non local,1,599.99,28480.53,0.1,60.0,2848.05
521,185,2,3,9,24,6,1,2,8,20160420,,20160420,23,,0,Non local,1,1799.99,85442.53,0.05,90.0,4272.13
522,186,1,4,9,1127,6,2,6,4,20160422,20160424.0,20160421,38,3.0,1,Non local,1,2899.99,137657.7,0.1,290.0,13765.77
523,186,2,4,8,1127,6,2,6,6,20160422,20160424.0,20160421,38,3.0,1,Non local,1,469.99,22309.64,0.1,47.0,2230.96
524,187,1,4,3,183,6,2,6,5,20160423,20160424.0,20160422,81,2.0,1,Non local,1,1320.99,62705.2,0.05,66.05,3135.26
525,188,1,4,9,390,6,2,6,7,20160423,20160425.0,20160422,143,3.0,1,Non local,2,3999.99,189872.87,0.07,560.0,26582.2
526,189,1,4,1,1288,3,1,2,16,20160424,20160426.0,20160423,127,3.0,1,Non local,2,599.99,28480.53,0.2,240.0,11392.21
527,190,1,4,1,98,2,2,6,24,20160425,20160425.0,20160423,15,2.0,0,Non local,1,549.99,26107.11,0.05,27.5,1305.36
528,190,2,4,1,98,3,2,6,15,20160425,20160425.0,20160423,15,2.0,0,Non local,1,529.99,25157.74,0.2,106.0,5031.55
529,190,3,4,8,98,6,2,6,3,20160425,20160425.0,20160423,15,2.0,0,Non local,2,999.99,47467.86,0.2,400.0,18987.14
530,191,1,4,1,919,2,1,2,25,20160428,20160428.0,20160427,28,1.0,0,Non local,1,499.99,23733.69,0.05,25.0,1186.68
531,191,2,4,1,919,3,1,2,12,20160428,20160428.0,20160427,28,1.0,0,Non local,2,549.99,26107.11,0.2,220.0,10442.84
532,191,3,4,8,919,6,1,2,3,20160428,20160428.0,20160427,28,1.0,0,Non local,1,999.99,47467.86,0.07,70.0,3322.75
533,191,4,4,9,919,6,1,2,8,20160428,20160428.0,20160427,28,1.0,0,Non local,2,1799.99,85442.53,0.05,180.0,8544.25
534,191,5,4,1,919,1,1,2,23,20160428,20160428.0,20160427,28,1.0,0,Non local,1,299.99,14240.03,0.05,15.0,712.0
535,192,1,4,9,728,6,2,7,8,20160428,20160429.0,20160427,1,2.0,1,Non local,2,1799.99,85442.53,0.1,360.0,17088.51
536,192,2,4,1,728,2,2,7,25,20160428,20160429.0,20160427,1,2.0,1,Non local,1,499.99,23733.69,0.07,35.0,1661.36
537,192,3,4,5,728,6,2,7,2,20160428,20160429.0,20160427,1,2.0,1,Non local,1,749.99,35600.78,0.05,37.5,1780.04
538,192,4,4,1,728,2,2,7,24,20160428,20160429.0,20160427,1,2.0,1,Non local,2,549.99,26107.11,0.07,77.0,3655.0
539,192,5,4,8,728,4,2,7,10,20160428,20160429.0,20160427,1,2.0,1,Non local,2,1549.0,73528.45,0.2,619.6,29411.38
540,193,1,4,1,1366,3,1,3,12,20160430,20160430.0,20160428,2,2.0,0,Non local,2,549.99,26107.11,0.1,110.0,5221.42
541,194,1,4,1,558,1,2,7,21,20160430,20160501.0,20160428,10,3.0,1,Non local,2,269.99,12815.98,0.2,108.0,5126.39
542,195,1,4,4,727,3,2,7,18,20160501,20160501.0,20160428,17,3.0,0,Non local,1,449.0,21313.28,0.2,89.8,4262.66
543,195,2,4,1,727,3,2,7,14,20160501,20160501.0,20160428,17,3.0,0,Non local,1,269.99,12815.98,0.05,13.5,640.8
544,195,3,4,3,727,6,2,7,5,20160501,20160501.0,20160428,17,3.0,0,Non local,2,1320.99,62705.2,0.2,528.4,25082.08
545,195,4,4,9,727,6,2,7,4,20160501,20160501.0,20160428,17,3.0,0,Non local,2,2899.99,137657.7,0.2,1160.0,55063.08
546,195,5,4,1,727,1,2,7,21,20160501,20160501.0,20160428,17,3.0,0,Non local,2,269.99,12815.98,0.1,54.0,2563.2
547,196,1,4,8,1247,6,2,6,6,20160430,20160501.0,20160428,94,3.0,1,Non local,1,469.99,22309.64,0.05,23.5,1115.48
548,196,2,4,8,1247,6,2,6,3,20160430,20160501.0,20160428,94,3.0,1,Non local,2,999.99,47467.86,0.07,140.0,6645.5
549,196,3,4,8,1247,4,2,6,10,20160430,20160501.0,20160428,94,3.0,1,Non local,2,1549.0,73528.45,0.07,216.86,10293.98
550,196,4,4,1,1247,3,2,6,12,20160430,20160501.0,20160428,94,3.0,1,Non local,1,549.99,26107.11,0.07,38.5,1827.5
551,196,5,4,1,1247,3,2,6,20,20160430,20160501.0,20160428,94,3.0,1,Non local,1,599.99,28480.53,0.1,60.0,2848.05
552,197,1,4,9,127,6,2,7,4,20160503,20160503.0,20160430,34,3.0,0,Non local,2,2899.99,137657.7,0.2,1160.0,55063.08
553,197,2,4,5,127,6,2,7,2,20160503,20160503.0,20160430,34,3.0,0,Non local,2,749.99,35600.78,0.07,105.0,4984.11
554,198,1,4,8,640,6,2,6,6,20160504,20160503.0,20160501,178,2.0,0,Non local,2,469.99,22309.64,0.05,47.0,2230.96
555,198,2,4,1,640,3,2,6,20,20160504,20160503.0,20160501,178,2.0,0,Non local,2,599.99,28480.53,0.07,84.0,3987.27
556,198,3,4,9,640,6,2,6,8,20160504,20160503.0,20160501,178,2.0,0,Non local,2,1799.99,85442.53,0.2,720.0,34177.01
557,198,4,4,1,640,3,2,6,13,20160504,20160503.0,20160501,178,2.0,0,Non local,2,269.99,12815.98,0.05,27.0,1281.6
558,198,5,4,4,640,3,2,6,17,20160504,20160503.0,20160501,178,2.0,0,Non local,1,429.0,20363.92,0.05,21.45,1018.2
559,199,1,4,1,760,2,2,7,25,20160504,20160504.0,20160501,53,3.0,0,Non local,2,499.99,23733.69,0.05,50.0,2373.37
560,199,2,4,4,760,3,2,7,18,20160504,20160504.0,20160501,53,3.0,0,Non local,2,449.0,21313.28,0.07,62.86,2983.86
561,199,3,4,9,760,6,2,7,4,20160504,20160504.0,20160501,53,3.0,0,Non local,1,2899.99,137657.7,0.2,580.0,27531.54
562,200,1,4,1,1074,1,2,6,23,20160503,20160503.0,20160501,81,2.0,0,Non local,2,299.99,14240.03,0.05,30.0,1424.0
563,200,2,4,1,1074,1,2,6,22,20160503,20160503.0,20160501,81,2.0,0,Non local,2,269.99,12815.98,0.07,37.8,1794.24
564,201,1,4,1,280,2,3,9,24,20160504,20160502.0,20160501,52,1.0,0,Non local,1,549.99,26107.11,0.05,27.5,1305.36
565,201,2,4,9,280,6,3,9,7,20160504,20160502.0,20160501,52,1.0,0,Non local,1,3999.99,189872.87,0.2,800.0,37974.57
566,201,3,4,1,280,3,3,9,14,20160504,20160502.0,20160501,52,1.0,0,Non local,2,269.99,12815.98,0.1,54.0,2563.2
567,201,4,4,4,280,3,3,9,17,20160504,20160502.0,20160501,52,1.0,0,Non local,1,429.0,20363.92,0.05,21.45,1018.2
568,202,1,4,9,600,6,1,2,8,20160505,20160504.0,20160503,71,1.0,0,Non local,1,1799.99,85442.53,0.07,126.0,5980.98
569,202,2,4,4,600,3,1,2,17,20160505,20160504.0,20160503,71,1.0,0,Non local,1,429.0,20363.92,0.05,21.45,1018.2
570,202,3,4,1,600,3,1,2,15,20160505,20160504.0,20160503,71,1.0,0,Non local,2,529.99,25157.74,0.05,53.0,2515.77
571,202,4,4,1,600,2,1,2,25,20160505,20160504.0,20160503,71,1.0,0,Non local,2,499.99,23733.69,0.05,50.0,2373.37
572,203,1,4,1,1102,2,3,9,26,20160505,20160506.0,20160503,176,3.0,1,Non local,1,599.99,28480.53,0.05,30.0,1424.03
573,203,2,4,8,1102,6,3,9,3,20160505,20160506.0,20160503,176,3.0,1,Non local,2,999.99,47467.86,0.1,200.0,9493.57
574,203,3,4,4,1102,3,3,9,17,20160505,20160506.0,20160503,176,3.0,1,Non local,2,429.0,20363.92,0.2,171.6,8145.57
575,203,4,4,4,1102,3,3,9,19,20160505,20160506.0,20160503,176,3.0,1,Non local,2,449.0,21313.28,0.07,62.86,2983.86
576,204,1,4,8,591,6,2,7,6,20160507,20160506.0,20160504,112,2.0,0,Non local,2,469.99,22309.64,0.07,65.8,3123.35
577,204,2,4,4,591,3,2,7,17,20160507,20160506.0,20160504,112,2.0,0,Non local,2,429.0,20363.92,0.1,85.8,4072.78
578,205,1,4,1,635,1,2,6,22,20160505,20160506.0,20160504,44,2.0,1,Non local,2,269.99,12815.98,0.05,27.0,1281.6
579,205,2,4,1,635,2,2,6,24,20160505,20160506.0,20160504,44,2.0,1,Non local,2,549.99,26107.11,0.1,110.0,5221.42
580,206,1,4,1,743,2,3,9,25,20160506,20160505.0,20160504,13,1.0,0,Non local,1,499.99,23733.69,0.05,25.0,1186.68
581,206,2,4,1,743,3,3,9,20,20160506,20160505.0,20160504,13,1.0,0,Non local,1,599.99,28480.53,0.2,120.0,5696.11
582,207,1,4,1,105,3,2,7,12,20160507,20160507.0,20160505,79,2.0,0,Non local,2,549.99,26107.11,0.2,220.0,10442.84
583,207,2,4,3,105,6,2,7,5,20160507,20160507.0,20160505,79,2.0,0,Non local,1,1320.99,62705.2,0.05,66.05,3135.26
584,207,3,4,8,105,4,2,7,11,20160507,20160507.0,20160505,79,2.0,0,Non local,2,1680.99,79793.8,0.07,235.34,11171.13
585,207,4,4,9,105,6,2,7,7,20160507,20160507.0,20160505,79,2.0,0,Non local,2,3999.99,189872.87,0.1,800.0,37974.57
586,208,1,4,8,815,6,2,7,6,20160507,20160509.0,20160506,112,3.0,1,Non local,2,469.99,22309.64,0.05,47.0,2230.96
587,208,2,4,9,815,6,2,7,4,20160507,20160509.0,20160506,112,3.0,1,Non local,2,2899.99,137657.7,0.07,406.0,19272.08
588,208,3,4,8,815,6,2,7,3,20160507,20160509.0,20160506,112,3.0,1,Non local,1,999.99,47467.86,0.05,50.0,2373.39
589,208,4,4,1,815,3,2,7,12,20160507,20160509.0,20160506,112,3.0,1,Non local,1,549.99,26107.11,0.2,110.0,5221.42
590,208,5,4,8,815,4,2,7,10,20160507,20160509.0,20160506,112,3.0,1,Non local,2,1549.0,73528.45,0.05,154.9,7352.85
591,209,1,4,1,514,3,2,6,13,20160508,20160508.0,20160507,22,1.0,0,Non local,1,269.99,12815.98,0.1,27.0,1281.6
592,210,1,4,1,943,3,2,6,14,20160508,20160509.0,20160507,17,2.0,1,Non local,1,269.99,12815.98,0.07,18.9,897.12
593,210,2,4,1,943,3,2,6,13,20160508,20160509.0,20160507,17,2.0,1,Non local,2,269.99,12815.98,0.2,108.0,5126.39
594,211,1,4,8,1140,4,2,6,10,20160509,20160508.0,20160507,33,1.0,0,Non local,1,1549.0,73528.45,0.07,108.43,5146.99
595,211,2,4,5,1140,6,2,6,2,20160509,20160508.0,20160507,33,1.0,0,Non local,2,749.99,35600.78,0.07,105.0,4984.11
596,212,1,4,1,1373,3,2,6,16,20160509,20160511.0,20160508,188,3.0,1,Non local,2,599.99,28480.53,0.07,84.0,3987.27
597,212,2,4,1,1373,3,2,6,12,20160509,20160511.0,20160508,188,3.0,1,Non local,2,549.99,26107.11,0.2,220.0,10442.84
598,212,3,4,4,1373,3,2,6,19,20160509,20160511.0,20160508,188,3.0,1,Non local,1,449.0,21313.28,0.1,44.9,2131.33
599,212,4,4,9,1373,6,2,6,7,20160509,20160511.0,20160508,188,3.0,1,Non local,1,3999.99,189872.87,0.2,800.0,37974.57
600,213,1,4,1,788,3,3,8,13,20160509,20160509.0,20160508,191,1.0,0,Non local,1,269.99,12815.98,0.1,27.0,1281.6
601,214,1,4,1,363,1,2,6,21,20160512,20160511.0,20160510,117,1.0,0,Non local,1,269.99,12815.98,0.1,27.0,1281.6
602,215,1,4,4,1420,3,2,7,19,20160513,20160512.0,20160510,152,2.0,0,Non local,1,449.0,21313.28,0.07,31.43,1491.93
603,215,2,4,1,1420,3,2,7,12,20160513,20160512.0,20160510,152,2.0,0,Non local,2,549.99,26107.11,0.1,110.0,5221.42
604,216,1,4,1,267,1,1,3,22,20160514,20160513.0,20160511,111,2.0,0,Non local,2,269.99,12815.98,0.1,54.0,2563.2
605,216,2,4,1,267,3,1,3,16,20160514,20160513.0,20160511,111,2.0,0,Non local,2,599.99,28480.53,0.05,60.0,2848.05
606,217,1,4,4,716,3,2,7,18,20160512,20160514.0,20160511,93,3.0,1,Non local,1,449.0,21313.28,0.1,44.9,2131.33
607,217,2,4,8,716,4,2,7,10,20160512,20160514.0,20160511,93,3.0,1,Non local,2,1549.0,73528.45,0.1,309.8,14705.69
608,217,3,4,4,716,3,2,7,17,20160512,20160514.0,20160511,93,3.0,1,Non local,1,429.0,20363.92,0.07,30.03,1425.47
609,218,1,4,5,1179,6,2,7,2,20160514,20160514.0,20160512,119,2.0,0,Non local,2,749.99,35600.78,0.1,150.0,7120.16
610,218,2,4,1,1179,3,2,7,13,20160514,20160514.0,20160512,119,2.0,0,Non local,1,269.99,12815.98,0.07,18.9,897.12
611,218,3,4,1,1179,3,2,7,12,20160514,20160514.0,20160512,119,2.0,0,Non local,1,549.99,26107.11,0.05,27.5,1305.36
612,219,1,4,1,1338,2,2,6,26,20160515,20160515.0,20160512,143,3.0,0,Non local,1,599.99,28480.53,0.05,30.0,1424.03
613,219,2,4,3,1338,6,2,6,5,20160515,20160515.0,20160512,143,3.0,0,Non local,1,1320.99,62705.2,0.2,264.2,12541.04
614,220,1,4,8,1358,6,2,6,6,20160514,20160515.0,20160512,1,3.0,1,Non local,2,469.99,22309.64,0.05,47.0,2230.96
615,220,2,4,1,1358,2,2,6,25,20160514,20160515.0,20160512,1,3.0,1,Non local,1,499.99,23733.69,0.07,35.0,1661.36
616,220,3,4,1,1358,1,2,6,22,20160514,20160515.0,20160512,1,3.0,1,Non local,2,269.99,12815.98,0.1,54.0,2563.2
617,220,4,4,8,1358,6,2,6,3,20160514,20160515.0,20160512,1,3.0,1,Non local,2,999.99,47467.86,0.2,400.0,18987.14
618,221,1,4,8,1218,4,1,2,11,20160516,20160514.0,20160513,29,1.0,0,Non local,2,1680.99,79793.8,0.07,235.34,11171.13
619,222,1,4,8,51,4,2,6,10,20160516,20160514.0,20160513,44,1.0,0,Non local,1,1549.0,73528.45,0.1,154.9,7352.85
620,222,2,4,5,51,6,2,6,2,20160516,20160514.0,20160513,44,1.0,0,Non local,2,749.99,35600.78,0.1,150.0,7120.16
621,223,1,4,9,1368,6,2,7,7,20160516,20160517.0,20160515,117,2.0,1,Non local,2,3999.99,189872.87,0.05,400.0,18987.29
622,223,2,4,3,1368,6,2,7,5,20160516,20160517.0,20160515,117,2.0,1,Non local,1,1320.99,62705.2,0.2,264.2,12541.04
623,223,3,4,1,1368,1,2,7,21,20160516,20160517.0,20160515,117,2.0,1,Non local,2,269.99,12815.98,0.1,54.0,2563.2
624,223,4,4,1,1368,3,2,7,20,20160516,20160517.0,20160515,117,2.0,1,Non local,1,599.99,28480.53,0.05,30.0,1424.03
625,223,5,4,1,1368,3,2,7,15,20160516,20160517.0,20160515,117,2.0,1,Non local,1,529.99,25157.74,0.05,26.5,1257.89
626,224,1,4,8,157,6,1,3,6,20160518,20160519.0,20160517,105,2.0,1,Non local,1,469.99,22309.64,0.07,32.9,1561.67
627,224,2,4,8,157,4,1,3,11,20160518,20160519.0,20160517,105,2.0,1,Non local,2,1680.99,79793.8,0.1,336.2,15958.76
628,224,3,4,8,157,4,1,3,10,20160518,20160519.0,20160517,105,2.0,1,Non local,2,1549.0,73528.45,0.2,619.6,29411.38
629,224,4,4,1,157,2,1,3,25,20160518,20160519.0,20160517,105,2.0,1,Non local,1,499.99,23733.69,0.05,25.0,1186.68
630,225,1,4,1,307,1,1,3,21,20160520,20160519.0,20160517,46,2.0,0,Non local,1,269.99,12815.98,0.1,27.0,1281.6
631,225,2,4,9,307,5,1,3,9,20160520,20160519.0,20160517,46,2.0,0,Non local,1,2999.99,142404.53,0.1,300.0,14240.45
632,226,1,4,5,501,6,1,2,2,20160519,20160520.0,20160517,83,3.0,1,Non local,1,749.99,35600.78,0.05,37.5,1780.04
633,227,1,4,8,489,6,2,7,3,20160518,20160520.0,20160517,74,3.0,1,Non local,2,999.99,47467.86,0.05,100.0,4746.79
634,227,2,4,1,489,3,2,7,15,20160518,20160520.0,20160517,74,3.0,1,Non local,2,529.99,25157.74,0.1,106.0,5031.55
635,228,1,4,1,615,2,2,7,25,20160520,20160520.0,20160517,184,3.0,0,Non local,1,499.99,23733.69,0.2,100.0,4746.74
636,228,2,4,5,615,6,2,7,2,20160520,20160520.0,20160517,184,3.0,0,Non local,2,749.99,35600.78,0.07,105.0,4984.11
637,228,3,4,1,615,1,2,7,23,20160520,20160520.0,20160517,184,3.0,0,Non local,2,299.99,14240.03,0.1,60.0,2848.01
638,228,4,4,9,615,6,2,7,4,20160520,20160520.0,20160517,184,3.0,0,Non local,1,2899.99,137657.7,0.2,580.0,27531.54
639,228,5,4,1,615,1,2,7,22,20160520,20160520.0,20160517,184,3.0,0,Non local,1,269.99,12815.98,0.05,13.5,640.8
640,229,1,4,1,742,2,2,6,25,20160521,20160520.0,20160519,152,1.0,0,Non local,2,499.99,23733.69,0.2,200.0,9493.48
641,229,2,4,3,742,6,2,6,5,20160521,20160520.0,20160519,152,1.0,0,Non local,2,1320.99,62705.2,0.1,264.2,12541.04
642,229,3,4,9,742,6,2,6,8,20160521,20160520.0,20160519,152,1.0,0,Non local,1,1799.99,85442.53,0.2,360.0,17088.51
643,230,1,4,8,1167,4,2,6,11,20160520,20160521.0,20160519,171,2.0,1,Non local,2,1680.99,79793.8,0.07,235.34,11171.13
644,231,1,4,9,1257,6,2,6,8,20160522,20160521.0,20160519,110,2.0,0,Non local,2,1799.99,85442.53,0.07,252.0,11961.95
645,231,2,4,1,1257,3,2,6,14,20160522,20160521.0,20160519,110,2.0,0,Non local,2,269.99,12815.98,0.2,108.0,5126.39
646,231,3,4,3,1257,6,2,6,5,20160522,20160521.0,20160519,110,2.0,0,Non local,2,1320.99,62705.2,0.2,528.4,25082.08
647,232,1,4,4,1360,3,1,3,18,20160523,20160523.0,20160520,69,3.0,0,Non local,1,449.0,21313.28,0.07,31.43,1491.93
648,232,2,4,8,1360,4,1,3,11,20160523,20160523.0,20160520,69,3.0,0,Non local,2,1680.99,79793.8,0.05,168.1,7979.38
649,232,3,4,1,1360,2,1,3,26,20160523,20160523.0,20160520,69,3.0,0,Non local,2,599.99,28480.53,0.07,84.0,3987.27
650,232,4,4,9,1360,6,1,3,8,20160523,20160523.0,20160520,69,3.0,0,Non local,2,1799.99,85442.53,0.1,360.0,17088.51
651,233,1,4,1,737,3,2,6,14,20160522,20160524.0,20160521,181,3.0,1,Non local,1,269.99,12815.98,0.1,27.0,1281.6
652,233,2,4,1,737,3,2,6,16,20160522,20160524.0,20160521,181,3.0,1,Non local,2,599.99,28480.53,0.1,120.0,5696.11
653,233,3,4,1,737,3,2,6,12,20160522,20160524.0,20160521,181,3.0,1,Non local,1,549.99,26107.11,0.2,110.0,5221.42
654,233,4,4,1,737,3,2,6,15,20160522,20160524.0,20160521,181,3.0,1,Non local,2,529.99,25157.74,0.07,74.2,3522.08
655,234,1,4,8,1435,4,2,6,11,20160524,20160524.0,20160522,17,2.0,0,Non local,2,1680.99,79793.8,0.2,672.4,31917.52
656,234,2,4,4,1435,3,2,6,17,20160524,20160524.0,20160522,17,2.0,0,Non local,2,429.0,20363.92,0.05,42.9,2036.39
657,234,3,4,1,1435,3,2,6,12,20160524,20160524.0,20160522,17,2.0,0,Non local,1,549.99,26107.11,0.1,55.0,2610.71
658,234,4,4,9,1435,6,2,6,7,20160524,20160524.0,20160522,17,2.0,0,Non local,1,3999.99,189872.87,0.05,200.0,9493.64
659,234,5,4,1,1435,1,2,6,23,20160524,20160524.0,20160522,17,2.0,0,Non local,1,299.99,14240.03,0.1,30.0,1424.0
660,235,1,4,8,649,6,2,6,6,20160525,20160525.0,20160524,143,1.0,0,Non local,1,469.99,22309.64,0.07,32.9,1561.67
661,235,2,4,1,649,3,2,6,13,20160525,20160525.0,20160524,143,1.0,0,Non local,2,269.99,12815.98,0.05,27.0,1281.6
662,235,3,4,9,649,6,2,6,7,20160525,20160525.0,20160524,143,1.0,0,Non local,2,3999.99,189872.87,0.05,400.0,18987.29
663,236,1,4,8,206,6,2,6,3,20160527,20160526.0,20160525,119,1.0,0,Non local,2,999.99,47467.86,0.07,140.0,6645.5
664,236,2,4,5,206,6,2,6,2,20160527,20160526.0,20160525,119,1.0,0,Non local,2,749.99,35600.78,0.1,150.0,7120.16
665,236,3,4,9,206,6,2,6,4,20160527,20160526.0,20160525,119,1.0,0,Non local,2,2899.99,137657.7,0.1,580.0,27531.54
